Date,Open,High,Low,Close,Volume,RSI,Signal
2020-04-21,6823.57,6934.46,6761.06,6845.56,183.05607,48.55888875643463,HOLD
2020-04-22,6841.33,7154.79,6819.58,7124.66,84.760407,53.591779350961524,HOLD
2020-04-23,7130.11,7752.45,7029.33,7480.05,206.001356,59.081574202903546,HOLD
2020-04-24,7484.46,7658.78,7401.05,7497.34,110.173282,59.333615227823095,HOLD
2020-04-25,7506.54,7720.52,7437.46,7541.17,98.724925,60.006137740616616,HOLD
2020-04-26,7537.51,7705.38,7461.99,7694.13,88.994885,62.34642194181751,HOLD
2020-04-27,7695.78,7791.73,7628.24,7775.57,75.132129,63.56876666405857,HOLD
2020-04-28,7777.05,7782.01,7670.15,7748.5,44.404302,62.8385549202047,HOLD
2020-04-29,7742.68,8955.58,7713.01,8778.63,320.888147,74.73305559570494,HOLD
2020-04-30,8782.65,9450.76,8404.31,8630.86,384.675439,71.21190077341083,HOLD
2020-05-01,8628.07,9051.55,8617.99,8817.65,137.638493,72.94705830699586,HOLD
2020-05-02,8818.22,9014.77,8757.77,8972.68,59.469765,74.32998406513437,HOLD
2020-05-03,8973.85,9196.27,8718.08,8887.35,210.049083,72.14395956119004,HOLD
2020-05-04,8896.62,8954.26,8528.63,8868.92,198.32248,71.65379887037366,HOLD
2020-05-05,8878.25,9105.2,8772.22,9027.64,133.86243,73.33409503041842,HOLD
2020-05-06,9022.44,9396.16,8918.99,9145.93,242.577093,74.54514658468185,HOLD
2020-05-07,9132.52,10063.93,9010.0,9991.11,340.351689,81.1369481582805,HOLD
2020-05-08,10001.44,10032.58,9717.86,9810.32,138.251436,76.569246051052,HOLD
2020-05-09,9805.88,9900.0,9507.03,9539.68,145.785194,70.1982457313074,HOLD
2020-05-10,9531.93,9569.31,8127.14,8726.3,600.65983,55.30460863385401,SELL
2020-05-11,8730.15,9162.08,8200.0,8561.03,399.574609,52.85095871230958,HOLD
2020-05-12,8560.18,8973.14,8533.72,8810.0,153.606379,56.01670912368381,HOLD
2020-05-13,8808.62,9398.12,8800.91,9295.0,167.297195,61.44720049568713,HOLD
2020-05-14,9305.22,9936.94,9264.35,9792.25,247.695074,66.07232326796421,HOLD
2020-05-15,9796.68,9839.59,9142.29,9311.55,314.061281,58.736341375758265,HOLD
2020-05-16,9314.71,9574.09,9224.81,9387.32,136.890462,59.49965884670115,HOLD
2020-05-17,9384.97,9883.77,9340.55,9675.9,192.143024,62.355858079054805,HOLD
2020-05-18,9682.67,9953.2,9433.42,9735.91,228.596217,62.941138466255545,HOLD
2020-05-19,9738.69,9893.93,9476.26,9771.9,166.998021,63.30957460262528,HOLD
2020-05-20,9776.96,9836.6,9318.19,9520.76,186.184663,58.9084235594661,HOLD
2020-05-21,9506.65,9564.73,8823.84,9058.33,241.577746,51.771624558454214,HOLD
2020-05-22,9057.15,9260.9,8940.0,9169.41,124.68715,53.237176920940776,HOLD
2020-05-23,9166.81,9302.52,9091.22,9174.47,57.329497,53.30678374606017,HOLD
2020-05-24,9177.48,9297.7,8684.62,8716.23,189.507228,46.54921288869989,HOLD
2020-05-25,8714.75,8979.62,8646.82,8890.24,176.878932,49.183590335374674,HOLD
2020-05-26,8900.59,9013.41,8704.33,8839.14,92.653075,48.42874412672548,HOLD
2020-05-27,8842.15,9225.75,8820.0,9202.0,109.34668,53.845677672832736,HOLD
2020-05-28,9205.0,9621.93,9115.16,9578.52,134.297435,58.694010921176805,HOLD
2020-05-29,9579.0,9603.73,9315.99,9424.31,74.027066,56.0949696696637,HOLD
2020-05-30,9424.49,9739.0,9342.66,9698.33,116.297491,59.52472835398653,HOLD
2020-05-31,9701.31,9701.84,9398.65,9469.22,93.62073,55.612971514618586,HOLD
2020-06-01,9449.84,10370.58,9424.72,10195.38,204.162993,63.74525093668518,HOLD
2020-06-02,10200.0,10220.0,9283.85,9522.74,333.598459,53.895144715446776,HOLD
2020-06-03,9514.23,9685.01,9391.9,9652.01,78.968367,55.3239325982354,HOLD
2020-06-04,9669.5,9880.8,9455.0,9792.39,120.887073,56.886457602041226,HOLD
2020-06-05,9790.74,9849.29,9602.38,9628.52,110.72022,54.49064478383962,HOLD
2020-06-06,9613.97,9733.85,9537.9,9661.48,74.655262,54.90205322302302,HOLD
2020-06-07,9667.25,9818.8,9365.7,9748.82,147.422656,56.03622327438998,HOLD
2020-06-08,9750.29,9801.01,9633.08,9774.31,78.641054,56.38100039442643,HOLD
2020-06-09,9781.05,9872.56,9560.14,9772.99,140.769326,56.356352768046825,HOLD
2020-06-10,9764.48,9986.78,9695.99,9886.32,149.387852,58.05190138095405,HOLD
2020-06-11,9886.35,9958.93,9081.1,9269.7,257.614062,47.2874377806713,HOLD
2020-06-12,9258.29,9549.99,9242.21,9463.82,126.715209,50.40524361319693,HOLD
2020-06-13,9463.82,9489.97,9351.22,9465.95,39.62649,50.43988228826682,HOLD
2020-06-14,9462.31,9462.31,9245.04,9346.38,62.17131,48.39642257569003,HOLD
2020-06-15,9323.26,9495.0,8923.23,9430.51,149.844349,49.933351826203804,HOLD
2020-06-16,9421.95,9587.03,9377.5,9529.1,96.535418,51.74704831289208,HOLD
2020-06-17,9528.14,9564.15,9250.0,9463.47,87.384654,50.43719917968343,HOLD
2020-06-18,9463.85,9483.41,9286.73,9390.23,49.784917,48.94817146193602,HOLD
2020-06-19,9385.73,9438.96,9242.62,9314.01,77.608082,47.380494062094066,HOLD
2020-06-20,9307.95,9396.76,9167.99,9353.98,46.640534,48.31532251553386,HOLD
2020-06-21,9358.32,9417.09,9283.57,9294.41,42.988649,46.97583760886413,HOLD
2020-06-22,9291.44,9777.15,9271.84,9680.86,119.48478,55.57955673851761,HOLD
2020-06-23,9689.28,9716.54,9550.0,9613.86,48.806607,53.945256498981536,HOLD
2020-06-24,9625.71,9662.99,9211.35,9308.03,147.900737,47.132440510741986,HOLD
2020-06-25,9294.78,9334.94,9002.74,9254.68,111.484607,46.040123004051836,HOLD
2020-06-26,9249.2,9295.87,9050.0,9161.8,95.466447,44.12293024897781,HOLD
2020-06-27,9162.35,9195.6,8835.06,9009.86,144.180415,41.10726917976629,HOLD
2020-06-28,8993.25,9191.26,8943.61,9118.09,62.387264,44.041180267987556,HOLD
2020-06-29,9119.02,9238.72,9027.5,9182.67,61.122479,45.776997066474685,HOLD
2020-06-30,9198.47,9199.66,9063.2,9132.51,52.005473,44.6192809507303,HOLD
2020-07-01,9132.29,9289.52,9090.31,9231.97,90.950834,47.45685034988233,HOLD
2020-07-02,9232.35,9257.75,8948.28,9085.99,107.69768,43.90139059987642,HOLD
2020-07-03,9080.24,9121.51,9042.4,9058.26,38.005977,43.238700200252396,HOLD
2020-07-04,9056.63,9191.9,9043.13,9139.68,64.979986,45.82453605544622,HOLD
2020-07-05,9137.3,9141.86,8909.4,9075.83,84.816948,44.12681742772247,HOLD
2020-07-06,9067.38,9369.88,9056.59,9344.62,114.066302,52.1617115662791,HOLD
2020-07-07,9344.15,9377.18,9206.54,9258.09,52.013121,49.68464748383918,HOLD
2020-07-08,9262.19,9464.26,9233.38,9425.13,120.262634,54.205659664560194,HOLD
2020-07-09,9429.96,9432.63,9170.0,9234.39,68.515538,48.81217668743587,HOLD
2020-07-10,9232.87,9315.3,9125.78,9285.54,70.074404,50.24198004126261,HOLD
2020-07-11,9288.49,9298.97,9180.0,9233.85,28.973751,48.759746403405366,HOLD
2020-07-12,9230.97,9342.64,9159.78,9300.0,67.36077,50.76173083608739,HOLD
2020-07-13,9300.0,9342.86,9198.53,9241.03,134.614116,48.9265454551988,HOLD
2020-07-14,9241.88,9279.55,9107.84,9255.02,76.47142,49.39397591232103,HOLD
2020-07-15,9254.55,9274.12,9159.37,9201.51,56.09703,47.599545987141795,HOLD
2020-07-16,9196.53,9221.29,9043.3,9130.79,51.932473,45.25934700685064,HOLD
2020-07-17,9135.09,9181.95,9089.05,9153.08,26.467403,46.15786086790824,HOLD
2020-07-18,9147.68,9205.47,9122.89,9164.84,33.498036,46.655354558250984,HOLD
2020-07-19,9170.52,9230.85,9106.76,9210.99,33.556284,48.66014496773664,HOLD
2020-07-20,9215.16,9220.16,9136.12,9162.0,49.3685,46.655659582396844,HOLD
2020-07-21,9162.0,9431.33,9154.02,9386.46,137.426654,55.666714144695945,HOLD
2020-07-22,9388.52,9541.97,9285.13,9518.56,87.148336,59.95411159147729,HOLD
2020-07-23,9520.51,9661.18,9450.0,9608.7,95.568669,62.611192946259244,HOLD
2020-07-24,9601.25,9633.98,9474.37,9542.14,81.623787,59.47322261042542,HOLD
2020-07-25,9541.82,9729.47,9535.47,9699.66,135.852592,64.06350726244798,HOLD
2020-07-26,9689.94,10130.38,9652.79,9919.91,240.596076,69.29959122873235,HOLD
2020-07-27,9933.23,11387.17,9923.16,11025.59,1050.896514,82.82701201118697,HOLD
2020-07-28,11032.42,11236.42,10587.94,10912.79,528.408639,79.00250020412432,HOLD
2020-07-29,10908.96,11339.99,10833.19,11100.0,159.445256,80.60329818560538,HOLD
2020-07-30,11083.58,11168.31,10833.85,11100.77,84.020996,80.60984600309828,HOLD
