Date,Open,High,Low,Close,Volume,RSI,Signal
2019-09-23,9930.13,9930.13,9930.13,9930.13,0.001,,HOLD
2019-09-24,9637.93,9665.05,7996.45,8519.67,202.350799,,HOLD
2019-09-25,8528.12,8724.77,8247.78,8435.28,55.417971,,HOLD
2019-09-26,8434.45,8453.2,7761.87,8064.41,41.880079,,HOLD
2019-09-27,8078.75,8259.96,7858.58,8178.73,47.142904,,HOLD
2019-09-28,8199.4,8320.51,8020.0,8208.07,21.24093,,HOLD
2019-09-29,8210.66,8220.38,7916.9,8047.12,61.639171,,HOLD
2019-09-30,8058.25,8322.99,7744.23,8292.35,112.009925,,HOLD
2019-10-01,8281.4,8498.23,8180.16,8295.63,49.861058,,HOLD
2019-10-02,8305.0,8367.97,8154.37,8363.74,31.814659,,HOLD
2019-10-03,8369.31,8386.65,8078.48,8222.19,40.654746,,HOLD
2019-10-04,8227.57,8232.85,8005.25,8144.09,39.38286,,HOLD
2019-10-05,8134.38,8179.58,8015.49,8128.65,25.41557,,HOLD
2019-10-06,8128.65,8148.88,7801.0,7866.87,75.425625,17.470472230468303,HOLD
2019-10-07,7860.25,8289.0,7772.14,8191.94,78.870991,32.051863810977636,BUY
2019-10-08,8205.09,8322.42,8110.4,8180.7,39.129437,31.842371004715332,HOLD
2019-10-09,8178.47,8662.01,8118.67,8570.8,96.568413,45.223788973055065,HOLD
2019-10-10,8565.75,8640.58,8439.36,8559.93,32.783931,44.95891349938778,HOLD
2019-10-11,8560.99,8772.46,8229.29,8266.17,139.985707,38.411318424850535,HOLD
2019-10-12,8255.24,8394.78,8251.15,8299.85,32.490636,39.49922364418447,HOLD
2019-10-13,8294.16,8448.7,8166.51,8276.97,55.029713,38.99529277910097,HOLD
2019-10-14,8273.46,8371.24,8213.4,8349.0,69.948401,41.52457819976843,HOLD
2019-10-15,8349.91,8400.92,8118.69,8163.48,99.706251,37.241786044925924,HOLD
2019-10-16,8162.08,8179.74,7922.44,7995.35,75.488533,33.835839085532754,HOLD
2019-10-17,7995.35,8122.45,7932.65,8073.01,93.712189,36.71486736600825,HOLD
2019-10-18,8070.24,8115.37,7825.0,7946.04,78.638399,34.10214515581211,HOLD
2019-10-19,7947.23,8080.03,7879.66,7956.07,76.470455,34.498684053977996,HOLD
2019-10-20,7952.67,8288.14,7875.62,8220.22,131.607879,44.0478541731414,HOLD
2019-10-21,8222.0,8324.66,8150.01,8200.03,119.36608,43.52554196126444,HOLD
2019-10-22,8196.41,8294.04,8000.72,8017.72,142.976904,39.02553538015448,HOLD
2019-10-23,8015.96,8044.28,7310.24,7466.85,273.918751,29.201372746697416,HOLD
2019-10-24,7466.85,7492.37,7341.62,7415.47,225.298306,28.48120333769856,HOLD
2019-10-25,7415.47,8776.6,7377.73,8653.66,382.335815,56.39212592790211,BUY
2019-10-26,8655.5,10352.43,8637.01,9231.81,650.191206,63.545942343428806,HOLD
2019-10-27,9232.69,9787.69,9077.85,9530.88,429.573986,66.59844831838677,HOLD
2019-10-28,9528.62,9901.97,9182.33,9198.09,343.196832,60.52509907072969,HOLD
2019-10-29,9202.96,9533.79,9094.14,9408.43,280.989401,62.832203460981766,HOLD
2019-10-30,9407.96,9407.96,9004.51,9154.99,195.557213,58.40305975792144,HOLD
2019-10-31,9168.24,9400.0,8950.81,9142.65,181.578946,58.1879820200549,HOLD
2019-11-01,9141.77,9270.25,9041.97,9230.4,97.201588,59.33481265529832,HOLD
2019-11-02,9237.7,9366.42,9191.84,9288.85,66.076289,60.11947196328453,HOLD
2019-11-03,9320.52,9361.62,9069.38,9203.46,34.509873,58.34816932497133,HOLD
2019-11-04,9199.9,9505.13,9119.48,9391.41,52.793238,61.067194987800896,HOLD
2019-11-05,9395.14,9454.72,9180.44,9301.49,54.873119,59.080097973705996,HOLD
2019-11-06,9308.69,9429.6,9255.24,9346.85,34.746287,59.79088106323297,HOLD
2019-11-07,9342.01,9371.03,9115.87,9210.1,67.721284,56.598975427102154,HOLD
2019-11-08,9207.76,9253.18,8697.25,8781.14,142.738944,47.95146464081864,HOLD
2019-11-09,8773.61,8875.14,8729.97,8810.15,50.229502,48.52426165188341,HOLD
2019-11-10,8802.19,9137.31,8759.48,9039.3,85.368805,52.93069153642678,HOLD
2019-11-11,9044.51,9065.8,8624.44,8731.92,74.459175,47.1056657356054,HOLD
2019-11-12,8712.08,8874.22,8600.0,8821.69,87.183872,48.87521273261874,HOLD
2019-11-13,8823.72,8841.26,8721.49,8791.21,161.907523,48.28456345631086,HOLD
2019-11-14,8791.22,8808.57,8598.33,8645.97,70.182731,45.46504707898292,HOLD
2019-11-15,8645.97,8783.3,8408.21,8473.65,94.894971,42.30839314384006,HOLD
2019-11-16,8479.04,8535.98,8445.92,8495.01,68.057582,42.83818536891621,HOLD
2019-11-17,8495.01,8626.55,8420.0,8511.33,95.148871,43.26686545961876,HOLD
2019-11-18,8511.51,8511.51,8069.0,8186.59,71.17284,37.276387915070735,HOLD
2019-11-19,8182.71,8208.97,8004.04,8133.77,83.997387,36.39375489419518,HOLD
2019-11-20,8134.49,8229.5,8046.64,8094.38,58.436428,35.71460679585637,HOLD
2019-11-21,8097.84,8132.71,7520.18,7634.12,195.157049,28.92286876806382,HOLD
2019-11-22,7628.15,7721.84,6798.5,7282.49,205.231104,25.009837691766393,HOLD
2019-11-23,7277.26,7343.76,7087.9,7314.92,30.163185,26.004154945735692,HOLD
2019-11-24,7321.06,7334.4,6890.0,6905.31,143.180018,22.030785487101625,HOLD
2019-11-25,6901.05,7369.92,6524.64,7121.63,179.918842,28.264687949264356,HOLD
2019-11-26,7114.36,7335.85,7031.09,7151.05,115.245337,29.09500574785055,HOLD
2019-11-27,7155.73,7648.1,6850.74,7515.75,102.011077,38.58495534691356,BUY
2019-11-28,7506.5,7643.22,7365.12,7424.67,88.485575,37.24429495432949,HOLD
2019-11-29,7412.07,7855.0,7404.12,7737.13,91.680678,44.38365539320033,HOLD
2019-11-30,7737.98,7800.0,7414.0,7548.08,114.531438,41.32069980342112,HOLD
2019-12-01,7540.08,7542.65,7236.66,7396.18,77.402772,38.992276184272654,HOLD
2019-12-02,7405.58,7419.16,7162.23,7296.97,107.114703,37.50574348734501,HOLD
2019-12-03,7296.96,7399.97,7239.55,7281.25,58.636189,37.263328593139036,HOLD
2019-12-04,7284.86,7751.07,7082.46,7195.68,118.667835,35.902993641883725,HOLD
2019-12-05,7180.59,7480.67,7153.94,7381.97,113.534324,40.956459074624846,HOLD
2019-12-06,7376.79,7597.04,7303.9,7529.99,76.723168,44.68798588724007,HOLD
2019-12-07,7542.59,7611.36,7472.23,7491.51,36.009011,43.91104620593044,HOLD
2019-12-08,7485.51,7562.68,7378.86,7509.15,32.269798,44.38836701777134,HOLD
2019-12-09,7511.64,7645.75,7276.66,7345.27,68.682337,40.905574626773884,HOLD
2019-12-10,7337.84,7405.29,7164.42,7227.39,59.576235,38.56180649450512,HOLD
2019-12-11,7230.5,7271.71,7139.23,7208.17,23.33556,38.17771033467456,HOLD
2019-12-12,7210.16,7292.67,7087.23,7200.81,43.880735,38.021531809190314,HOLD
2019-12-13,7196.03,7302.72,7195.48,7253.02,24.308115,39.89975938588001,HOLD
2019-12-14,7254.49,7269.11,7013.56,7068.94,49.742195,35.78243689859322,HOLD
2019-12-15,7066.69,7196.62,7011.08,7121.19,32.087207,37.746137539538594,HOLD
2019-12-16,7123.79,7152.66,6850.0,6893.47,80.234618,33.0086432602435,HOLD
2019-12-17,6891.13,6937.54,6564.89,6619.91,104.834435,28.397648186122254,HOLD
2019-12-18,6626.58,7411.91,6438.08,7270.83,156.116394,47.27187009523062,BUY
2019-12-19,7285.03,7366.95,7048.75,7147.99,76.642129,44.86818722497398,HOLD
2019-12-20,7156.13,7214.26,7082.3,7181.29,29.912234,45.67461651783719,HOLD
2019-12-21,7188.86,7190.69,7118.0,7137.74,17.305598,44.75265782360088,HOLD
2019-12-22,7137.36,7512.47,7127.42,7504.57,69.748961,53.30305674253817,HOLD
2019-12-23,7510.48,7689.98,7271.82,7321.46,139.129644,49.20902115224665,HOLD
2019-12-24,7312.63,7430.89,7166.3,7276.31,68.082751,48.225449155733735,HOLD
2019-12-25,7262.39,7272.13,7131.55,7200.1,31.498899,46.53470729298425,HOLD
2019-12-26,7205.02,7432.08,7164.33,7208.33,38.359558,46.75181656844631,HOLD
2019-12-27,7208.33,7273.96,7100.0,7249.98,56.297457,47.904750459826914,HOLD
2019-12-28,7253.94,7361.77,7250.22,7308.62,31.311032,49.560645364922536,HOLD
2019-12-29,7312.34,7526.48,7294.84,7391.07,25.926259,51.87681514408648,HOLD
2019-12-30,7357.28,7396.65,7227.31,7244.3,75.239284,47.67956838439588,HOLD
2019-12-31,7240.76,7300.0,7146.0,7197.33,50.669991,46.386125532542835,HOLD
2020-01-01,7180.46,7245.54,7175.62,7195.65,31.403883,46.3377057469497,HOLD
2020-01-02,7191.39,7210.05,6934.29,6961.8,67.004407,40.06802440129581,HOLD
2020-01-03,6958.14,7404.24,6877.78,7345.65,102.621386,51.635669923859204,HOLD
2020-01-04,7344.55,7403.98,7282.25,7349.45,32.271372,51.734987368482884,HOLD
2020-01-05,7363.88,7489.84,7332.96,7364.19,67.247638,52.145495490860235,HOLD
2020-01-06,7359.4,7796.86,7352.92,7777.53,142.311675,61.92512588259013,HOLD
2020-01-07,7785.53,8198.98,7735.68,8174.34,242.896066,68.56642765436655,HOLD
2020-01-08,8174.37,8456.12,7890.0,8051.97,186.162188,64.8119717540496,HOLD
2020-01-09,8036.44,8036.44,7753.44,7824.32,116.171338,58.4048659757382,HOLD
2020-01-10,7813.16,8195.0,7684.66,8195.0,189.003029,64.5500931388211,HOLD
2020-01-11,8195.0,8290.0,8010.01,8026.42,79.694317,60.19453274767717,HOLD
2020-01-12,8010.01,8192.05,7968.79,8185.42,46.703006,62.74768212489923,HOLD
2020-01-13,8186.81,8186.81,8059.34,8102.27,71.026524,60.56007312150149,HOLD
2020-01-14,8110.96,8891.18,8110.96,8847.12,351.521336,70.48634664654983,HOLD
2020-01-15,8808.88,8911.21,8579.47,8817.79,146.624295,69.74200470948739,SELL
2020-01-16,8836.69,8857.99,8595.65,8730.0,95.196653,67.44616063551194,HOLD
2020-01-17,8729.99,9022.5,8673.1,8915.59,77.322512,69.71580689664658,HOLD
2020-01-18,8905.0,8988.76,8805.36,8917.29,51.104627,69.73662074624922,HOLD
2020-01-19,8913.69,9200.0,8493.57,8718.51,217.436897,64.18195658859722,HOLD
2020-01-20,8725.94,8741.97,8530.0,8644.33,44.186513,62.19117109146757,HOLD
2020-01-21,8650.15,8778.28,8503.31,8754.88,69.588088,63.984097322833236,HOLD
2020-01-22,8737.02,8819.92,8605.64,8670.36,37.871172,61.57977484324471,HOLD
2020-01-23,8671.0,8671.0,8305.5,8414.87,64.560013,54.86797904398602,HOLD
2020-01-24,8411.45,8524.11,8241.5,8451.96,82.696069,55.62414133947752,HOLD
2020-01-25,8440.25,8442.68,8277.21,8344.78,75.48201,52.86761854731543,HOLD
2020-01-26,8340.11,8612.12,8301.86,8612.12,57.451045,58.40466051722405,HOLD
2020-01-27,8613.88,9002.45,8584.04,8914.11,103.998546,63.60585668874526,HOLD
2020-01-28,8921.17,9402.37,8892.43,9380.14,143.799437,69.86763605577762,HOLD
2020-01-29,9376.62,9445.67,9239.08,9300.85,140.356186,67.73237113023944,HOLD
2020-01-30,9300.42,9579.29,9205.0,9526.47,131.547022,70.49553895508808,HOLD
2020-01-31,9513.19,9534.33,9213.32,9352.98,76.298925,65.82755384077653,SELL
2020-02-01,9363.96,9462.65,9301.63,9388.81,61.245697,66.32351945766047,HOLD
2020-02-02,9384.73,9487.85,9157.15,9332.83,73.733713,64.7425052528755,HOLD
2020-02-03,9324.9,9600.0,9241.58,9299.8,103.261331,63.77647860411317,HOLD
2020-02-04,9299.53,9356.66,9100.0,9195.95,72.818585,60.70931091658256,HOLD
2020-02-05,9192.37,9747.48,9180.27,9610.31,125.859151,67.43817465166828,HOLD
2020-02-06,9625.0,9859.33,9535.38,9766.99,118.594015,69.56094802758486,HOLD
2020-02-07,9767.0,9880.32,9730.59,9815.0,114.263799,70.20198784915047,HOLD
2020-02-08,9821.51,9937.31,9668.84,9903.38,123.202272,71.39620820475018,HOLD
2020-02-09,9903.35,10174.27,9892.42,10153.53,132.3238,74.51005517479551,HOLD
2020-02-10,10165.0,10193.58,9767.62,9850.16,64.643096,65.23510041183653,SELL
2020-02-11,9848.03,10325.27,9718.9,10228.72,131.651073,70.21716865423986,HOLD
2020-02-12,10230.93,10450.0,10230.64,10348.98,100.010641,71.60910365878317,HOLD
2020-02-13,10318.09,10490.0,10101.26,10217.13,154.524547,67.86422715693955,SELL
2020-02-14,10237.42,10376.6,10116.94,10344.17,54.421371,69.51829584527015,HOLD
2020-02-15,10350.58,10373.47,9800.0,9898.96,77.415116,58.210559492865855,HOLD
2020-02-16,9908.62,10047.63,9649.72,9928.33,79.983205,58.68795352447275,HOLD
2020-02-17,9916.64,9952.62,9458.42,9708.77,127.362219,53.74504244672118,HOLD
2020-02-18,9698.24,10249.17,9593.22,10158.14,99.603428,60.987319851019066,HOLD
2020-02-19,10167.94,10512.0,9400.0,9601.99,122.651752,50.45761622092647,HOLD
2020-02-20,9588.19,9686.42,9410.02,9608.23,59.479937,50.56075589458666,HOLD
2020-02-21,9587.23,9761.24,9571.64,9670.0,42.660383,51.63416491224285,HOLD
2020-02-22,9675.78,9702.82,9558.25,9664.01,19.105039,51.51735468291315,HOLD
2020-02-23,9656.4,10002.98,9656.4,9949.57,34.398361,56.562396913544184,HOLD
2020-02-24,9945.64,9993.8,9487.44,9657.21,72.471237,50.74081274728181,HOLD
2020-02-25,9665.52,9669.54,9256.66,9319.74,70.055603,44.98527793161225,HOLD
2020-02-26,9309.7,9372.65,8653.0,8790.39,127.025997,37.751643477641714,HOLD
2020-02-27,8784.22,8967.12,8531.36,8802.94,87.447145,38.00616245109285,HOLD
2020-02-28,8818.72,8900.32,8451.67,8694.33,113.603047,36.611031388861285,HOLD
2020-02-29,8698.05,8787.36,8524.44,8528.54,30.989384,34.527503277930734,HOLD
2020-03-01,8523.66,8746.82,8428.7,8545.65,62.480797,34.93901705754476,HOLD
2020-03-02,8525.48,8963.39,8502.03,8900.76,75.481934,42.95312058435524,HOLD
2020-03-03,8913.63,8919.44,8660.53,8758.86,99.933376,40.79089151487316,HOLD
2020-03-04,8765.54,8844.36,8672.76,8748.23,69.532432,40.62590608478055,HOLD
2020-03-05,8765.21,9152.18,8765.21,9062.79,94.383394,47.40513993173172,HOLD
2020-03-06,9051.95,9170.84,8993.59,9140.03,62.796637,48.94659815172461,HOLD
2020-03-07,9140.03,9199.13,8847.87,8886.71,77.674978,44.355200589835405,HOLD
2020-03-08,8885.47,8885.47,8003.84,8036.46,127.36534,33.12398410898365,HOLD
2020-03-09,8036.65,8175.98,7642.21,7939.79,304.948987,32.12790369331094,HOLD
2020-03-10,7939.82,8140.35,7736.58,7888.99,146.684987,31.59029997883036,HOLD
2020-03-11,7880.0,7977.46,7597.21,7926.4,114.702022,32.48624388777388,HOLD
2020-03-12,7950.14,7956.4,4510.0,4824.58,2078.443533,14.974506774599647,HOLD
2020-03-13,4814.78,5948.5,3649.04,5582.5,2402.633114,25.536899322750457,HOLD
2020-03-14,5583.79,5626.0,5053.25,5169.45,183.878643,23.801567072558797,HOLD
2020-03-15,5172.68,5943.59,5101.05,5365.04,306.334772,26.353647856189085,HOLD
2020-03-16,5326.48,5361.94,4426.37,5023.0,525.896332,24.78999700259446,HOLD
2020-03-17,5018.11,5522.61,4950.17,5320.37,307.111606,28.748215223260146,HOLD
2020-03-18,5337.47,5437.71,5000.05,5390.21,567.576802,29.68420005492959,HOLD
2020-03-19,5394.56,6397.65,5252.01,6179.03,480.699799,39.37160589615834,BUY
2020-03-20,6166.81,6904.12,5685.74,6205.0,542.741617,39.6663147243757,HOLD
2020-03-21,6208.38,6451.84,5871.38,6165.0,349.50878,39.34904835466071,HOLD
2020-03-22,6148.07,6403.69,5762.84,5818.52,382.082858,36.61700335430295,HOLD
2020-03-23,5810.22,6586.88,5696.92,6481.71,325.910685,44.55259516879543,HOLD
2020-03-24,6499.47,6830.63,6387.89,6749.94,193.537502,47.4199510755367,HOLD
2020-03-25,6744.53,6954.56,6474.17,6695.91,179.296648,46.893898658708075,HOLD
2020-03-26,6700.0,6772.38,6517.01,6734.11,176.751321,47.338706586432586,HOLD
2020-03-27,6750.08,6836.61,6275.59,6365.87,156.399686,43.5517847715181,HOLD
2020-03-28,6359.77,6359.77,6032.28,6243.16,282.316189,42.33638976036717,HOLD
2020-03-29,6241.06,6266.95,5867.15,5876.82,245.719311,38.85062135290867,HOLD
2020-03-30,5895.02,6607.25,5862.32,6386.47,374.646417,45.5654057087474,HOLD
2020-03-31,6387.83,6516.79,6334.59,6434.43,200.191905,46.16450739509325,HOLD
2020-04-01,6419.08,6679.96,6152.38,6641.0,244.83346,48.7793376438282,HOLD
2020-04-02,6649.73,7226.02,6558.62,6826.94,569.861637,51.082524156719565,HOLD
2020-04-03,6786.0,7035.95,6607.95,6721.11,374.740512,49.71237120637205,HOLD
2020-04-04,6725.64,6996.58,6654.02,6862.65,278.684236,51.582842588445004,HOLD
2020-04-05,6891.57,6891.57,6674.97,6771.41,129.581436,50.28442564904713,HOLD
2020-04-06,6767.44,7347.0,6767.44,7332.68,271.71646,57.38989460588983,HOLD
2020-04-07,7325.21,7450.93,7084.68,7197.12,193.637296,55.33292293115341,HOLD
2020-04-08,7198.53,7419.96,7155.97,7363.77,137.537852,57.35643068918421,HOLD
2020-04-09,7360.5,7368.22,7108.22,7283.68,73.043289,56.04244074934379,HOLD
2020-04-10,7280.13,7288.54,6750.0,6857.58,94.517529,49.53990145543882,HOLD
2020-04-11,6864.09,6935.07,6758.95,6881.93,46.401843,49.89766495126833,HOLD
2020-04-12,6900.23,7175.38,6782.41,6894.29,91.2665,50.09109775969443,HOLD
2020-04-13,6883.46,6883.78,6564.42,6836.5,115.760435,49.13590712492992,HOLD
2020-04-14,6837.6,6971.0,6767.66,6857.32,63.647023,49.50946013024499,HOLD
2020-04-15,6865.7,6926.82,6609.01,6631.75,80.44159,45.60187101842088,HOLD
2020-04-16,6612.81,7201.47,6480.0,7100.0,282.056698,53.76046447904584,HOLD
2020-04-17,7100.0,7145.41,6990.73,7036.17,71.961671,52.602306353425234,HOLD
2020-04-18,7026.47,7293.89,7017.63,7248.61,75.897316,55.99977803337132,HOLD
2020-04-19,7256.84,7267.46,7057.69,7121.6,66.48976,53.5293244149986,HOLD
2020-04-20,7120.85,7215.0,6750.0,6828.56,147.097576,48.2414138686737,HOLD
