Date,Open,High,Low,Close,Volume,fast_ma,slow_ma,ADX,Signal
2019-10-24,7466.85,7492.37,7341.62,7415.47,225.298306,7945.424000000001,8146.557666666667,63.27587695684349,SELL
2019-10-25,7415.47,8776.6,7377.73,8653.66,382.335815,7994.442000000001,8153.837,59.12079202958528,SELL
2019-10-26,8655.5,10352.43,8637.01,9231.81,650.191206,8118.088000000001,8192.750333333333,56.97816441293666,SELL
2019-10-27,9232.69,9787.69,9077.85,9530.88,429.573986,8263.875,8237.822,54.98858162604864,BUY
2019-10-28,9528.62,9901.97,9182.33,9198.09,343.196832,8389.08,8270.822666666667,53.27608091485788,BUY
2019-10-29,9202.96,9533.79,9094.14,9408.43,280.989401,8534.316,8316.199666666666,51.48305509462724,BUY
2019-10-30,9407.96,9407.96,9004.51,9154.99,195.557213,8627.793000000001,8344.954333333333,49.60593154759432,BUY
2019-10-31,9168.24,9400.0,8950.81,9142.65,181.578946,8722.055,8373.188333333334,47.73113460439794,BUY
2019-11-01,9141.77,9270.25,9041.97,9230.4,97.201588,8843.323,8402.077,45.99025172857273,BUY
2019-11-02,9237.7,9366.42,9191.84,9288.85,66.076289,9025.523,8437.632333333333,44.536255342204,BUY
2019-11-03,9320.52,9361.62,9069.38,9203.46,34.509873,9204.322,8472.944666666666,42.83503489285392,BUY
2019-11-04,9199.9,9505.13,9119.48,9391.41,52.793238,9278.096999999998,8515.036666666667,41.521776342062715,BUY
2019-11-05,9395.14,9454.72,9180.44,9301.49,54.873119,9285.064999999999,8562.857333333333,40.30232197347089,BUY
2019-11-06,9308.69,9429.6,9255.24,9346.85,34.746287,9266.662,8601.354333333333,39.16997148834991,BUY
2019-11-07,9342.01,9371.03,9115.87,9210.1,67.721284,9267.863,8635.667666666666,37.63858034298912,BUY
2019-11-08,9207.76,9253.18,8697.25,8781.14,142.738944,9205.134,8642.679,34.96631996162801,BUY
2019-11-09,8773.61,8875.14,8729.97,8810.15,50.229502,9170.65,8651.019666666667,32.48493532179269,BUY
2019-11-10,8802.19,9137.31,8759.48,9039.3,85.368805,9160.314999999999,8676.790666666666,30.875369748397215,BUY
2019-11-11,9044.51,9065.8,8624.44,8731.92,74.459175,9110.467,8691.193,28.977959554707382,BUY
2019-11-12,8712.08,8874.22,8600.0,8821.69,87.183872,9063.751,8709.350333333332,27.142332216273797,BUY
2019-11-13,8823.72,8841.26,8721.49,8791.21,161.907523,9022.526,8724.090666666665,25.437821116299755,BUY
2019-11-14,8791.22,8808.57,8598.33,8645.97,70.182731,8947.982,8740.173666666667,23.790007523557126,HOLD
2019-11-15,8645.97,8783.3,8408.21,8473.65,94.894971,8865.198,8756.117,22.84101954652641,HOLD
2019-11-16,8479.04,8535.98,8445.92,8495.01,68.057582,8780.014,8770.183666666668,21.95981642499789,HOLD
2019-11-17,8495.01,8626.55,8420.0,8511.33,95.148871,8710.136999999999,8789.026666666667,20.794151872666752,HOLD
2019-11-18,8511.51,8511.51,8069.0,8186.59,71.17284,8650.682,8796.710666666668,20.757698647151592,HOLD
2019-11-19,8182.71,8208.97,8004.04,8133.77,83.997387,8583.043999999998,8793.829,20.894680043315304,HOLD
2019-11-20,8134.49,8229.5,8046.64,8094.38,58.436428,8488.552,8790.307333333334,20.93330581019433,HOLD
2019-11-21,8097.84,8132.71,7520.18,7634.12,195.157049,8378.772,8777.520666666667,22.193801079548056,HOLD
2019-11-22,7628.15,7721.84,6798.5,7282.49,205.231104,8224.852,8771.375333333333,24.433232718503916,HOLD
2019-11-23,7277.26,7343.76,7087.9,7314.92,30.163185,8077.223,8768.023666666668,26.512704954677215,SELL
2019-11-24,7321.06,7334.4,6890.0,6905.31,143.180018,7903.156999999999,8709.745333333332,28.682281204353746,SELL
2019-11-25,6901.05,7369.92,6524.64,7121.63,179.918842,7767.955,8639.405999999999,31.082137993265842,SELL
2019-11-26,7114.36,7335.85,7031.09,7151.05,115.245337,7633.559000000001,8560.078333333333,33.3105764401128,SELL
2019-11-27,7155.73,7648.1,6850.74,7515.75,102.011077,7534.001000000001,8504.000333333333,34.101096124665,SELL
2019-11-28,7506.5,7643.22,7365.12,7424.67,88.485575,7457.808999999999,8437.875,34.83515011746347,SELL
2019-11-29,7412.07,7855.0,7404.12,7737.13,91.680678,7418.145000000001,8390.613000000001,34.69333425376431,SELL
2019-11-30,7737.98,7800.0,7414.0,7548.08,114.531438,7363.514999999999,8337.460666666666,34.561648094615094,SELL
2019-12-01,7540.08,7542.65,7236.66,7396.18,77.402772,7339.7210000000005,8276.32,34.78453872812077,SELL
2019-12-02,7405.58,7419.16,7162.23,7296.97,107.114703,7341.169,8209.923999999999,35.13173296186572,SELL
2019-12-03,7296.96,7399.97,7239.55,7281.25,58.636189,7337.802000000001,8145.850333333333,35.454127607486036,SELL
2019-12-04,7284.86,7751.07,7082.46,7195.68,118.667835,7366.839,8072.659333333333,34.287153527638885,SELL
2019-12-05,7180.59,7480.67,7153.94,7381.97,113.534324,7392.873,8008.675333333334,33.20353473920939,SELL
2019-12-06,7376.79,7597.04,7303.9,7529.99,76.723168,7430.767,7948.113333333333,31.742238097993415,SELL
2019-12-07,7542.59,7611.36,7472.23,7491.51,36.009011,7428.342999999999,7890.827,30.32863936875349,SELL
2019-12-08,7485.51,7562.68,7378.86,7509.15,32.269798,7436.791,7848.427333333334,29.312190650159312,SELL
2019-12-09,7511.64,7645.75,7276.66,7345.27,68.682337,7397.604999999999,7799.598,28.683532871181132,SELL
2019-12-10,7337.84,7405.29,7164.42,7227.39,59.576235,7365.536000000002,7739.201,28.432270085468197,SELL
2019-12-11,7230.5,7271.71,7139.23,7208.17,23.33556,7346.735000000001,7688.409333333333,28.273553789254258,SELL
2019-12-12,7210.16,7292.67,7087.23,7200.81,43.880735,7337.119000000001,7634.38,28.284780696137407,SELL
2019-12-13,7196.03,7302.72,7195.48,7253.02,24.308115,7334.296,7583.107000000001,28.23810659502661,SELL
2019-12-14,7254.49,7269.11,7013.56,7068.94,49.742195,7321.622,7530.539333333334,28.75410429414102,SELL
2019-12-15,7066.69,7196.62,7011.08,7121.19,32.087207,7295.544,7485.457333333334,29.240556495162025,SELL
2019-12-16,7123.79,7152.66,6850.0,6893.47,80.234618,7231.892,7432.072666666668,30.15188272325036,SELL
2019-12-17,6891.13,6937.54,6564.89,6619.91,104.834435,7144.731999999999,7369.025333333333,31.660618251969936,SELL
2019-12-18,6626.58,7411.91,6438.08,7270.83,156.116394,7120.9,7338.5,30.655075092135085,SELL
2019-12-19,7285.03,7366.95,7048.75,7147.99,76.642129,7101.1720000000005,7305.640666666667,29.72135644371701,SELL
2019-12-20,7156.13,7214.26,7082.3,7181.29,29.912234,7096.562,7275.204333333333,28.854331984471653,SELL
2019-12-21,7188.86,7190.69,7118.0,7137.74,17.305598,7089.519,7258.658333333334,28.04923784374383,SELL
2019-12-22,7137.36,7512.47,7127.42,7504.57,69.748961,7119.8949999999995,7266.061000000001,26.208225378657527,SELL
2019-12-23,7510.48,7689.98,7271.82,7321.46,139.129644,7126.739,7266.2789999999995,25.13520813851824,SELL
2019-12-24,7312.63,7430.89,7166.3,7276.31,68.082751,7147.476,7278.645666666666,23.700811922942055,HOLD
2019-12-25,7262.39,7272.13,7131.55,7200.1,31.498899,7155.367,7281.261333333333,22.224909927265514,HOLD
2019-12-26,7205.02,7432.08,7164.33,7208.33,38.359558,7186.853,7283.170666666668,21.455879744928986,HOLD
2019-12-27,7208.33,7273.96,7100.0,7249.98,56.297457,7249.860000000001,7274.3116666666665,20.453184105509962,HOLD
2019-12-28,7253.94,7361.77,7250.22,7308.62,31.311032,7253.639,7270.443333333333,19.856667843947854,HOLD
2019-12-29,7312.34,7526.48,7294.84,7391.07,25.926259,7277.947,7258.907999999999,19.884899092518364,HOLD
2019-12-30,7357.28,7396.65,7227.31,7244.3,75.239284,7284.248000000001,7248.782000000001,19.57330126096059,HOLD
2019-12-31,7240.76,7300.0,7146.0,7197.33,50.669991,7290.207,7242.153666666667,18.883572484855982,HOLD
2020-01-01,7180.46,7245.54,7175.62,7195.65,31.403883,7259.315,7238.776333333333,18.2431100499017,HOLD
2020-01-02,7191.39,7210.05,6934.29,6961.8,67.004407,7223.349,7228.128000000001,17.355330552949855,HOLD
2020-01-03,6958.14,7404.24,6877.78,7345.65,102.621386,7230.283,7233.1269999999995,16.534315185708397,HOLD
2020-01-04,7344.55,7403.98,7282.25,7349.45,32.271372,7245.217999999999,7232.043,15.7719437732699,HOLD
2020-01-05,7363.88,7489.84,7332.96,7364.19,67.247638,7260.803999999999,7226.516333333333,15.424105683895474,HOLD
2020-01-06,7359.4,7796.86,7352.92,7777.53,142.311675,7313.558999999999,7236.050333333333,16.189118826987446,HOLD
2020-01-07,7785.53,8198.98,7735.68,8174.34,242.896066,7400.130999999999,7258.223333333332,17.92457502281732,HOLD
2020-01-08,8174.37,8456.12,7890.0,8051.97,186.162188,7466.221,7281.78,20.03772385751036,HOLD
2020-01-09,8036.44,8036.44,7753.44,7824.32,116.171338,7524.223,7301.6776666666665,21.33378190362064,HOLD
2020-01-10,7813.16,8195.0,7684.66,8195.0,189.003029,7623.99,7334.572,22.860766621370377,HOLD
2020-01-11,8195.0,8290.0,8010.01,8026.42,79.694317,7707.067,7362.092333333334,24.46338997651404,HOLD
2020-01-12,8010.01,8192.05,7968.79,8185.42,46.703006,7829.428999999999,7393.172333333333,25.737160678831334,BUY
2020-01-13,8186.81,8186.81,8059.34,8102.27,71.026524,7905.091,7427.616666666667,26.91994775955454,BUY
2020-01-14,8110.96,8891.18,8110.96,8847.12,351.521336,8054.858,7485.147666666667,29.215451303932145,BUY
2020-01-15,8808.88,8911.21,8579.47,8817.79,146.624295,8200.218,7549.291666666667,31.37277494606938,BUY
2020-01-16,8836.69,8857.99,8595.65,8730.0,95.196653,8295.465,7619.628000000001,33.37600404233967,BUY
2020-01-17,8729.99,9022.5,8673.1,8915.59,77.322512,8369.59,7674.453333333334,35.46072650152704,BUY
2020-01-18,8905.0,8988.76,8805.36,8917.29,51.104627,8456.122,7733.429999999999,37.39654021362959,BUY
2020-01-19,8913.69,9200.0,8493.57,8718.51,217.436897,8545.541000000001,7784.670666666667,37.504410376353114,BUY
2020-01-20,8725.94,8741.97,8530.0,8644.33,44.186513,8590.474,7834.890333333334,37.60457552745352,BUY
2020-01-21,8650.15,8778.28,8503.31,8754.88,69.588088,8663.32,7876.567333333333,37.78169783816202,BUY
2020-01-22,8737.02,8819.92,8605.64,8670.36,37.871172,8711.814,7921.5306666666675,38.04567618418601,BUY
2020-01-23,8671.0,8671.0,8305.5,8414.87,64.560013,8743.074,7959.482666666667,36.7457579274074,BUY
2020-01-24,8411.45,8524.11,8241.5,8451.96,82.696069,8703.558,8001.211333333334,35.248332801000124,BUY
2020-01-25,8440.25,8442.68,8277.21,8344.78,75.48201,8656.257,8039.092999999999,33.85786661219336,BUY
2020-01-26,8340.11,8612.12,8301.86,8612.12,57.451045,8644.469000000001,8084.497666666667,33.13412351525186,BUY
2020-01-27,8613.88,9002.45,8584.04,8914.11,103.998546,8644.321,8138.014,33.495198659926835,BUY
2020-01-28,8921.17,9402.37,8892.43,9380.14,143.799437,8690.606000000002,8204.316333333334,34.59441224297475,BUY
2020-01-29,9376.62,9445.67,9239.08,9300.85,140.356186,8748.84,8272.867999999999,35.68731581395994,BUY
2020-01-30,9300.42,9579.29,9205.0,9526.47,131.547022,8837.054,8350.506,36.922863006055834,BUY
2020-01-31,9513.19,9534.33,9213.32,9352.98,76.298925,8896.864,8422.417,38.07015682728774,BUY
2020-02-01,9363.96,9462.65,9301.63,9388.81,61.245697,8968.708999999999,8503.317333333332,39.13550108986022,BUY
2020-02-02,9384.73,9487.85,9157.15,9332.83,73.733713,9060.505,8569.556666666665,39.284641470062844,BUY
2020-02-03,9324.9,9600.0,9241.58,9299.8,103.261331,9145.289,8634.568333333335,39.67665100334202,BUY
2020-02-04,9299.53,9356.66,9100.0,9195.95,72.818585,9230.405999999999,8695.627,39.2561113841735,BUY
2020-02-05,9192.37,9747.48,9180.27,9610.31,125.859151,9330.225,8756.719666666668,39.73596251293388,BUY
2020-02-06,9625.0,9859.33,9535.38,9766.99,118.594015,9415.512999999999,8809.807999999999,40.38867285691218,BUY
2020-02-07,9767.0,9880.32,9730.59,9815.0,114.263799,9458.999,8868.575666666668,41.03395032531322,BUY
2020-02-08,9821.51,9937.31,9668.84,9903.38,123.202272,9519.252,8937.877666666667,41.28219870445299,BUY
2020-02-09,9903.35,10174.27,9892.42,10153.53,132.3238,9581.958,9003.162,41.986872352609375,BUY
2020-02-10,10165.0,10193.58,9767.62,9850.16,64.643096,9631.676000000001,9063.953333333333,41.95522152672766,BUY
2020-02-11,9848.03,10325.27,9718.9,10228.72,131.651073,9715.667000000001,9132.063333333334,42.20701686626915,BUY
2020-02-12,10230.93,10450.0,10230.64,10348.98,100.010641,9817.282000000001,9206.953666666666,42.69112979605713,BUY
2020-02-13,10318.09,10490.0,10101.26,10217.13,154.524547,9909.015,9252.620666666666,42.42777459359154,BUY
2020-02-14,10237.42,10376.6,10116.94,10344.17,54.421371,10023.837,9303.5,42.18323047701636,BUY
2020-02-15,10350.58,10373.47,9800.0,9898.96,77.415116,10052.702000000001,9342.465333333334,40.36861941906699,BUY
2020-02-16,9908.62,10047.63,9649.72,9928.33,79.983205,10068.836,9376.223333333333,38.05399727001345,BUY
2020-02-17,9916.64,9952.62,9458.42,9708.77,127.362219,10058.213,9402.606,35.49016133066381,BUY
2020-02-18,9698.24,10249.17,9593.22,10158.14,99.603428,10083.689,9450.593666666666,33.78857711894764,BUY
2020-02-19,10167.94,10512.0,9400.0,9601.99,122.651752,10028.535,9482.515666666666,32.93042053860355,BUY
2020-02-20,9588.19,9686.42,9410.02,9608.23,59.479937,10004.341999999999,9510.960666666664,32.13356085685547,BUY
2020-02-21,9587.23,9761.24,9571.64,9670.0,42.660383,9948.469999999998,9544.282,31.59700000010045,BUY
2020-02-22,9675.78,9702.82,9558.25,9664.01,19.105039,9879.973,9585.92,31.036754436162102,BUY
2020-02-23,9656.4,10002.98,9656.4,9949.57,34.398361,9853.217,9635.840333333332,31.30057091410371,BUY
2020-02-24,9945.64,9993.8,9487.44,9657.21,72.471237,9784.521,9679.588,30.7731039453027,BUY
2020-02-25,9665.52,9669.54,9256.66,9319.74,70.055603,9726.598999999998,9703.175333333334,29.348643073184537,BUY
2020-02-26,9309.7,9372.65,8653.0,8790.39,127.025997,9612.804999999998,9699.051333333333,28.29368062161921,SELL
2020-02-27,8784.22,8967.12,8531.36,8802.94,87.447145,9522.221999999998,9679.811333333335,27.60324677492149,SELL
2020-02-28,8818.72,8900.32,8451.67,8694.33,113.603047,9375.840999999999,9659.594,27.150191424376402,SELL
2020-02-29,8698.05,8787.36,8524.44,8528.54,30.989384,9268.496000000001,9626.329666666667,26.72949717029882,SELL
2020-03-01,8523.66,8746.82,8428.7,8545.65,62.480797,9162.238000000001,9599.418666666666,26.581471373079214,SELL
2020-03-02,8525.48,8963.39,8502.03,8900.76,75.481934,9085.314000000002,9583.150333333333,25.597294670997872,SELL
2020-03-03,8913.63,8919.44,8660.53,8758.86,99.933376,8994.798999999999,9564.018000000002,24.683416304779485,HOLD
2020-03-04,8765.54,8844.36,8672.76,8748.23,69.532432,8874.665,9545.632333333335,23.834814964719552,HOLD
2020-03-05,8765.21,9152.18,8765.21,9062.79,94.383394,8815.223,9541.193666666666,22.381560620005455,HOLD
2020-03-06,9051.95,9170.84,8993.59,9140.03,62.796637,8797.251999999999,9525.517666666668,21.096502150597182,HOLD
2020-03-07,9140.03,9199.13,8847.87,8886.71,77.674978,8806.884000000002,9496.175,19.819069827743018,HOLD
2020-03-08,8885.47,8885.47,8003.84,8036.46,127.36534,8730.236,9436.890333333335,20.792566863292848,HOLD
2020-03-09,8036.65,8175.98,7642.21,7939.79,304.948987,8654.782000000001,9371.437333333333,22.295412884452453,HOLD
2020-03-10,7939.82,8140.35,7736.58,7888.99,146.684987,8590.827,9295.952666666666,23.690912761243517,HOLD
2020-03-11,7880.0,7977.46,7597.21,7926.4,114.702022,8528.902,9231.827333333333,25.20821997583392,SELL
2020-03-12,7950.14,7956.4,4510.0,4824.58,2078.443533,8121.2840000000015,9051.689333333334,28.81901449055878,SELL
2020-03-13,4814.78,5948.5,3649.04,5582.5,2402.633114,7803.648000000001,8892.806666666667,32.42110082944644,SELL
2020-03-14,5583.79,5626.0,5053.25,5169.45,183.878643,7445.7699999999995,8724.550666666666,35.76589528698498,SELL
2020-03-15,5172.68,5943.59,5101.05,5365.04,306.334772,7075.995,8558.579666666667,38.129147439760736,SELL
2020-03-16,5326.48,5361.94,4426.37,5023.0,525.896332,6664.2919999999995,8396.047666666667,40.584245374575154,SELL
2020-03-17,5018.11,5522.61,4950.17,5320.37,307.111606,6307.657999999999,8242.449,42.50458197121673,SELL
2020-03-18,5337.47,5437.71,5000.05,5390.21,567.576802,6043.033,8098.496999999999,44.28775166809819,SELL
2020-03-19,5394.56,6397.65,5252.01,6179.03,480.699799,5866.957,7965.86,43.93236479558913,SELL
2020-03-20,6166.81,6904.12,5685.74,6205.0,542.741617,5698.558,7852.6269999999995,42.734646407163744,SELL
2020-03-21,6208.38,6451.84,5871.38,6165.0,349.50878,5522.418,7737.852666666667,41.622479332197315,SELL
2020-03-22,6148.07,6403.69,5762.84,5818.52,382.082858,5621.812,7609.47,40.70011637812515,SELL
2020-03-23,5810.22,6586.88,5696.92,6481.71,325.910685,5711.732999999999,7503.3933333333325,39.50231935003569,SELL
2020-03-24,6499.47,6830.63,6387.89,6749.94,193.537502,5869.782,7396.7390000000005,37.94293798061013,SELL
2020-03-25,6744.53,6954.56,6474.17,6695.91,179.296648,6002.869,7298.0289999999995,36.268735824603695,SELL
2020-03-26,6700.0,6772.38,6517.01,6734.11,176.751321,6173.98,7211.841333333333,34.71411953688344,SELL
2020-03-27,6750.08,6836.61,6275.59,6365.87,156.399686,6278.530000000001,7131.023999999999,33.62058083656699,SELL
2020-03-28,6359.77,6359.77,6032.28,6243.16,282.316189,6363.824999999999,7045.698,32.94231170968585,SELL
2020-03-29,6241.06,6266.95,5867.15,5876.82,245.719311,6333.603999999999,6951.781,32.53496077257335,SELL
2020-03-30,5895.02,6607.25,5862.32,6386.47,374.646417,6351.750999999999,6880.3786666666665,31.397866838881637,SELL
2020-03-31,6387.83,6516.79,6334.59,6434.43,200.191905,6378.6939999999995,6810.004666666666,30.34199390045362,SELL
2020-04-01,6419.08,6679.96,6152.38,6641.0,244.83346,6460.942,6734.6793333333335,29.655129154727682,SELL
2020-04-02,6649.73,7226.02,6558.62,6826.94,569.861637,6495.465,6670.282,27.833761913358483,SELL
2020-04-03,6786.0,7035.95,6607.95,6721.11,374.740512,6492.582,6602.711333333334,26.142492332087084,SELL
2020-04-04,6725.64,6996.58,6654.02,6862.65,278.684236,6509.255999999999,6529.373333333334,24.5720277209065,HOLD
2020-04-05,6891.57,6891.57,6674.97,6771.41,129.581436,6512.986,6450.419333333334,23.113739153381676,HOLD
2020-04-06,6767.44,7347.0,6767.44,7332.68,271.71646,6609.6669999999995,6398.618333333333,22.1585619564469,HOLD
2020-04-07,7325.21,7450.93,7084.68,7197.12,193.637296,6705.063,6370.640333333333,21.476302101935346,HOLD
2020-04-08,7198.53,7419.96,7155.97,7363.77,137.537852,6853.758,6351.439666666667,20.842775094174616,HOLD
2020-04-09,7360.5,7368.22,7108.22,7283.68,73.043289,6943.479000000001,6331.2626666666665,20.12068977280893,HOLD
2020-04-10,7280.13,7288.54,6750.0,6857.58,94.517529,6985.794,6295.635333333334,18.85393685746534,HOLD
2020-04-11,6864.09,6935.07,6758.95,6881.93,46.401843,7009.887,6364.213666666666,17.677666293217722,HOLD
2020-04-12,6900.23,7175.38,6782.41,6894.29,91.2665,7016.622,6407.94,16.86177917985245,HOLD
2020-04-13,6883.46,6883.78,6564.42,6836.5,115.760435,7028.161,6463.508333333333,15.788667728989864,HOLD
2020-04-14,6837.6,6971.0,6767.66,6857.32,63.647023,7027.628,6513.251,14.760760918764857,HOLD
2020-04-15,6865.7,6926.82,6609.01,6631.75,80.44159,7013.661999999999,6566.876,14.030996573383694,HOLD
2020-04-16,6612.81,7201.47,6480.0,7100.0,282.056698,6990.394,6626.197,13.439687055272318,HOLD
2020-04-17,7100.0,7145.41,6990.73,7036.17,71.961671,6974.298999999999,6681.062333333333,12.890613931311753,HOLD
2020-04-18,7026.47,7293.89,7017.63,7248.61,75.897316,6962.783,6716.715,12.772299290237425,HOLD
2020-04-19,7256.84,7267.46,7057.69,7121.6,66.48976,6946.575,6747.268333333334,12.662435694954123,HOLD
2020-04-20,7120.85,7215.0,6750.0,6828.56,147.097576,6943.673,6769.387000000001,11.92993320376314,HOLD
2020-04-21,6823.57,6934.46,6761.06,6845.56,183.05607,6940.036,6803.621666666667,11.249752319085799,HOLD
2020-04-22,6841.33,7154.79,6819.58,7124.66,84.760407,6963.072999999999,6825.053333333333,10.950383650971924,HOLD
2020-04-23,7130.11,7752.45,7029.33,7480.05,206.001356,7027.428,6849.390333333333,12.083862462281463,HOLD
2020-04-24,7484.46,7658.78,7401.05,7497.34,110.173282,7091.43,6876.104666666666,13.136378501354605,HOLD
2020-04-25,7506.54,7720.52,7437.46,7541.17,98.724925,7182.372,6903.006666666667,14.243557120410776,HOLD
2020-04-26,7537.51,7705.38,7461.99,7694.13,88.994885,7241.785000000001,6947.282000000001,15.271651552391505,HOLD
2020-04-27,7695.78,7791.73,7628.24,7775.57,75.132129,7315.725,6998.362333333334,16.42373574203285,HOLD
2020-04-28,7777.05,7782.01,7670.15,7748.5,44.404302,7365.714,7060.751666666667,17.493528203842672,HOLD
2020-04-29,7742.68,8955.58,7713.01,8778.63,320.888147,7531.4169999999995,7140.490333333333,20.344316188021306,HOLD
2020-04-30,8782.65,9450.76,8404.31,8630.86,384.675439,7711.647,7213.704666666667,23.43854173067632,HOLD
2020-05-01,8628.07,9051.55,8617.99,8817.65,137.638493,7908.856,7286.259666666667,26.311751163141686,BUY
2020-05-02,8818.22,9014.77,8757.77,8972.68,59.469765,8093.658,7357.784333333333,28.979731350430956,BUY
2020-05-03,8973.85,9196.27,8718.08,8887.35,210.049083,8234.387999999999,7429.992333333333,31.62072734142999,BUY
2020-05-04,8896.62,8954.26,8528.63,8868.92,198.32248,8371.545999999998,7496.868,33.28881438505999,BUY
2020-05-05,8878.25,9105.2,8772.22,9027.64,133.86243,8520.193,7572.075666666667,35.01051729367002,BUY
2020-05-06,9022.44,9396.16,8918.99,9145.93,242.577093,8665.373,7632.517333333333,36.91457494274469,BUY
2020-05-07,9132.52,10063.93,9010.0,9991.11,340.351689,8886.927,7725.650333333334,39.22667226185472,BUY
2020-05-08,10001.44,10032.58,9717.86,9810.32,138.251436,9093.109,7807.202,41.37361977245689,BUY
2020-05-09,9805.88,9900.0,9507.03,9539.68,145.785194,9169.214,7882.402,42.54713718945412,BUY
2020-05-10,9531.93,9569.31,8127.14,8726.3,600.65983,9178.758,7944.692666666667,39.991270723737486,BUY
2020-05-11,8730.15,9162.08,8200.0,8561.03,399.574609,9153.096000000001,8000.662666666667,37.61796614842918,BUY
2020-05-12,8560.18,8973.14,8533.72,8810.0,153.606379,9136.828,8064.519666666666,35.414183328500044,BUY
2020-05-13,8808.62,9398.12,8800.91,9295.0,167.297195,9177.593,8146.469666666667,34.10466816394537,BUY
2020-05-14,9305.22,9936.94,9264.35,9792.25,247.695074,9269.926000000001,8244.300666666666,33.66603437913238,BUY
2020-05-15,9796.68,9839.59,9142.29,9311.55,314.061281,9298.317000000001,8333.627333333334,32.975153069355386,BUY
2020-05-16,9314.71,9574.09,9224.81,9387.32,136.890462,9322.456,8409.871333333334,32.33362042456247,BUY
2020-05-17,9384.97,9883.77,9340.55,9675.9,192.143024,9290.935,8497.862333333334,32.192067257179765,BUY
2020-05-18,9682.67,9953.2,9433.42,9735.91,228.596217,9283.494,8580.772333333334,32.15911657407476,BUY
2020-05-19,9738.69,9893.93,9476.26,9771.9,166.998021,9306.716,8669.115666666667,32.128519511191534,BUY
2020-05-20,9776.96,9836.6,9318.19,9520.76,186.184663,9386.162,8758.855666666666,31.632674969550095,BUY
2020-05-21,9506.65,9564.73,8823.84,9058.33,241.577746,9435.892,8832.614666666666,29.89058814013222,BUY
2020-05-22,9057.15,9260.9,8940.0,9169.41,124.68715,9471.832999999999,8900.773,28.272936084244197,BUY
2020-05-23,9166.81,9302.52,9091.22,9174.47,57.329497,9459.779999999999,8957.253666666666,26.86227563507494,BUY
2020-05-24,9177.48,9297.7,8684.62,8716.23,189.507228,9352.178,8997.883333333333,25.31759764244125,BUY
2020-05-25,8714.75,8979.62,8646.82,8890.24,176.878932,9310.047,9042.852333333334,23.968103668325075,HOLD
