Date,Open,High,Low,Close,Volume,Gaussian_Upper,Gaussian_Lower,ATR,ADX,MACD,MACD_Signal,RSI,Signal
2019-11-23,7277.26,7343.76,7087.9,7314.92,30.163185,9081.242061662793,7073.203938337207,374.9050019073541,26.512704954677215,-329.4417068451621,-157.10956554757314,26.004154945735692,HOLD
2019-11-24,7321.06,7334.4,6890.0,6905.31,143.180018,9060.748239967243,6745.565760032756,379.8689303425431,28.682281204353746,-397.4157440385852,-205.17080124577555,22.030785487101625,HOLD
2019-11-25,6901.05,7369.92,6524.64,7121.63,179.918842,8945.063643725525,6590.846356274475,413.1125781752186,31.082137993265842,-428.88650544039956,-249.91394208470038,28.264687949264356,HOLD
2019-11-26,7114.36,7335.85,7031.09,7151.05,115.245337,8746.893464248933,6520.22453575107,405.3731083055601,33.3105764401128,-446.308594795777,-289.19287262691574,29.09500574785055,HOLD
2019-11-27,7155.73,7648.1,6850.74,7515.75,102.011077,8460.927760690647,6607.074239309355,433.3721719980202,34.101096124665,-425.7793645779584,-316.5101710171243,38.58495534691356,HOLD
2019-11-28,7506.5,7643.22,7365.12,7424.67,88.485575,8263.680067793524,6651.937932206474,422.2813025695902,34.83515011746347,-412.10866438362245,-335.62986969042396,37.24429495432949,HOLD
2019-11-29,7412.07,7855.0,7404.12,7737.13,91.680678,8106.646761104832,6729.643238895171,424.32406667176235,34.69333425376431,-371.7760227569079,-342.85910030372077,44.38365539320033,HOLD
2019-11-30,7737.98,7800.0,7414.0,7548.08,114.531438,7878.328009785545,6848.701990214454,421.58663333806504,34.561648094615094,-351.02052264758004,-344.49138477249267,41.32069980342112,HOLD
2019-12-01,7540.08,7542.65,7236.66,7396.18,77.402772,7819.7679285809545,6859.674071419046,413.7175880996318,34.78453872812077,-342.8762359790453,-344.1683550138032,38.992276184272654,HOLD
2019-12-02,7405.58,7419.16,7162.23,7296.97,107.114703,7820.535556238551,6861.802443761449,402.51847466394383,35.13173296186572,-340.5021511421137,-343.4351142394653,37.50574348734501,HOLD
2019-12-03,7296.96,7399.97,7239.55,7281.25,58.636189,7818.45922318972,6857.144776810281,385.2257264736622,35.454127607486036,-336.0157638636947,-341.9512441643112,37.263328593139036,HOLD
2019-12-04,7284.86,7751.07,7082.46,7195.68,118.667835,7758.154975248203,6975.523024751797,405.46746029697204,34.287153527638885,-335.4976454676271,-340.6605244249744,35.902993641883725,HOLD
2019-12-05,7180.59,7480.67,7153.94,7381.97,113.534324,7744.290595847332,7041.455404152667,399.8433559900455,33.20353473920939,-316.40763651950965,-335.8099468438815,40.956459074624846,HOLD
2019-12-06,7376.79,7597.04,7303.9,7529.99,76.723168,7746.168254848499,7115.365745151501,392.22168770504226,31.742238097993415,-286.03742852289906,-325.85544317968504,44.68798588724007,HOLD
2019-12-07,7542.59,7611.36,7472.23,7491.51,36.009011,7741.203803276271,7115.482196723727,374.14371001182496,30.32863936875349,-262.0530498529288,-313.0949645143338,43.91104620593044,HOLD
2019-12-08,7485.51,7562.68,7378.86,7509.15,32.269798,7753.7465372183,7119.835462781701,360.54915929669465,29.312190650159312,-238.8683309536318,-298.24963780219343,44.38836701777134,HOLD
2019-12-09,7511.64,7645.75,7276.66,7345.27,68.682337,7636.9132445995965,7158.296755400401,361.1592193469308,28.683532871181132,-231.0545673606939,-284.81062371389356,40.905574626773884,HOLD
2019-12-10,7337.84,7405.29,7164.42,7227.39,59.576235,7601.144143454829,7129.927856545175,352.56713225072144,28.432270085468197,-231.70310508861166,-274.1891199888372,38.56180649450512,HOLD
2019-12-11,7230.5,7271.71,7139.23,7208.17,23.33556,7600.7607388971255,7092.709261102876,336.84662280424135,28.273553789254258,-231.10394684024413,-265.5720853591186,38.17771033467456,HOLD
2019-12-12,7210.16,7292.67,7087.23,7200.81,43.880735,7606.342820053971,7067.89517994603,327.4604354610813,28.284780696137407,-228.5879801574465,-258.17526431878423,38.021531809190314,HOLD
2019-12-13,7196.03,7302.72,7195.48,7253.02,24.308115,7606.696767040867,7061.895232959134,311.7304043567184,28.23810659502661,-219.8468896776767,-250.50958939056272,39.89975938588001,HOLD
2019-12-14,7254.49,7269.11,7013.56,7068.94,49.742195,7631.853461088164,7011.390538911836,307.71751833123847,28.75410429414102,-225.17752374990687,-245.44317626243156,35.78243689859322,HOLD
2019-12-15,7066.69,7196.62,7011.08,7121.19,32.087207,7626.387026517961,6964.7009734820385,298.99055273615005,29.240556495162025,-222.61972966119902,-240.87848694218508,37.746137539538594,HOLD
2019-12-16,7123.79,7152.66,6850.0,6893.47,80.234618,7604.546917501147,6859.237082498853,299.25265611213933,30.15188272325036,-236.2444809630806,-239.9516857463642,33.0086432602435,HOLD
2019-12-17,6891.13,6937.54,6564.89,6619.91,104.834435,7636.266153152723,6653.197846847275,304.49532353270075,31.660618251969936,-266.04934900913486,-245.17121839891834,28.397648186122254,HOLD
2019-12-18,6626.58,7411.91,6438.08,7270.83,156.116394,7553.480724900643,6688.319275099357,352.30494328036497,30.655075092135085,-234.44359777445788,-243.02569427402625,47.27187009523062,HOLD
2019-12-19,7285.03,7366.95,7048.75,7147.99,76.642129,7505.335728847068,6697.008271152933,349.86887590319606,29.72135644371701,-216.80873743077154,-237.78230290537533,44.86818722497398,HOLD
2019-12-20,7156.13,7214.26,7082.3,7181.29,29.912234,7495.342980689915,6697.781019310085,334.3039561958249,28.854331984471653,-197.86508630759,-229.7988595858183,45.67461651783719,HOLD
2019-12-21,7188.86,7190.69,7118.0,7137.74,17.305598,7481.976982062353,6697.061017937647,315.6172450389803,28.04923784374383,-184.24239569760357,-220.68756680817535,44.75265782360088,HOLD
2019-12-22,7137.36,7512.47,7127.42,7504.57,69.748961,7589.981036782403,6649.808963217596,320.57672753619596,26.208225378657527,-142.20692703510576,-204.99143885356145,53.30305674253817,HOLD
2019-12-23,7510.48,7689.98,7271.82,7321.46,139.129644,7607.314934427765,6646.163065572234,327.54696128361053,25.13520813851824,-122.25962905696542,-188.44507689424225,49.20902115224665,HOLD
2019-12-24,7312.63,7430.89,7166.3,7276.31,68.082751,7634.815850681463,6660.136149318536,323.05003547763835,23.700811922942055,-108.83984142102054,-172.5240297995979,48.225449155733735,HOLD
2019-12-25,7262.39,7272.13,7131.55,7200.1,31.498899,7643.37016274477,6667.3638372552305,310.3150329435213,22.224909927265514,-103.16485291512618,-158.6521944227036,46.53470729298425,HOLD
2019-12-26,7205.02,7432.08,7164.33,7208.33,38.359558,7639.073351505286,6734.632648494714,307.2746734475555,21.455879744928986,-96.88644479324194,-146.29904449681126,46.75181656844631,HOLD
2019-12-27,7208.33,7273.96,7100.0,7249.98,56.297457,7463.811330498854,7035.908669501147,297.7521967727301,20.453184105509962,-87.54083791947778,-134.54740318134458,47.904750459826914,HOLD
2019-12-28,7253.94,7361.77,7250.22,7308.62,31.311032,7470.550989208134,7036.727010791867,284.46918271753515,19.856667843947854,-74.5433301076173,-122.54658856659913,49.560645364922536,HOLD
2019-12-29,7312.34,7526.48,7294.84,7391.07,25.926259,7496.712328158855,7059.1816718411455,280.6956696662826,19.884899092518364,-56.93339287487652,-109.42394942825462,51.87681514408648,HOLD
2019-12-30,7357.28,7396.65,7227.31,7244.3,75.239284,7494.087752361459,7074.408247638544,272.74169326154805,19.57330126096059,-54.195768058628346,-98.37831315432936,47.67956838439588,HOLD
2019-12-31,7240.76,7300.0,7146.0,7197.33,50.669991,7484.353189604083,7096.0608103959175,264.26014374286603,18.883572484855982,-55.180184307338095,-89.73868738493111,46.386125532542835,HOLD
2020-01-01,7180.46,7245.54,7175.62,7195.65,31.403883,7389.707647117195,7128.922352882804,250.37870490408991,18.2431100499017,-55.45663368387795,-82.88227664472049,46.3377057469497,HOLD
2020-01-02,7191.39,7210.05,6934.29,6961.8,67.004407,7444.429868150616,7002.268131849384,252.1916545537978,17.355330552949855,-73.69594150100966,-81.04500961597833,40.06802440129581,HOLD
2020-01-03,6958.14,7404.24,6877.78,7345.65,102.621386,7462.800193256774,6997.765806743227,271.78225065709796,16.534315185708397,-56.52564487339532,-76.14113666746174,51.635669923859204,HOLD
2020-01-04,7344.55,7403.98,7282.25,7349.45,32.271372,7488.07485748332,7002.361142516678,261.0642327530195,15.7719437732699,-42.125832474284834,-69.33807582882636,51.734987368482884,HOLD
2020-01-05,7363.88,7489.84,7332.96,7364.19,67.247638,7512.966335754847,7008.641664245151,253.62250184208955,15.424105683895474,-29.188021250203747,-61.308064913101845,52.145495490860235,HOLD
2020-01-06,7359.4,7796.86,7352.92,7777.53,142.311675,7725.667857188654,6901.450142811344,267.2166088533688,16.189118826987446,14.254059010830133,-46.19564012831545,61.92512588259013,BUY
2020-01-07,7785.53,8198.98,7735.68,8174.34,242.896066,8082.642138627873,6717.619861372126,281.2225653638424,17.92457502281732,79.78179643459407,-21.00015281573355,68.56642765436655,BUY
2020-01-08,8174.37,8456.12,7890.0,8051.97,186.162188,8263.22410092524,6669.21789907476,301.572382123568,20.03772385751036,120.45028818900028,7.289935385213217,64.8119717540496,HOLD
2020-01-09,8036.44,8036.44,7753.44,7824.32,116.171338,8333.770202661944,6714.6757973380545,301.35506911474175,21.33378190362064,132.7802998120933,32.38800827058923,58.4048659757382,HOLD
2020-01-10,7813.16,8195.0,7684.66,8195.0,189.003029,8497.837996545548,6750.142003454452,316.2825641779745,22.860766621370377,170.49731404885188,60.009869426241764,64.5500931388211,HOLD
2020-01-11,8195.0,8290.0,8010.01,8026.42,79.694317,8557.577981681014,6856.556018318986,313.69023816526203,24.46338997651404,184.6567147864962,84.93923849829265,60.19453274767717,HOLD
2020-01-12,8010.01,8192.05,7968.79,8185.42,46.703006,8544.739093841203,7114.118906158796,307.23093543917184,25.737160678831334,206.3296730306738,109.21732540476889,62.74768212489923,HOLD
2020-01-13,8186.81,8186.81,8059.34,8102.27,71.026524,8549.522498399085,7260.659501600916,294.39086862208813,26.91994775955454,214.32552723302706,130.23896577042052,60.56007312150149,HOLD
2020-01-14,8110.96,8891.18,8110.96,8847.12,351.521336,8811.689721898012,7298.026278101988,329.7136637205104,29.215451303932145,277.56586283620345,159.70434518357712,70.48634664654983,HOLD
2020-01-15,8808.88,8911.21,8579.47,8817.79,146.624295,8925.180751153464,7475.255248846538,329.85840202618823,31.37277494606938,321.61027548443417,192.08553124374853,69.74200470948739,HOLD
2020-01-16,8836.69,8857.99,8595.65,8730.0,95.196653,9023.878387164183,7567.051612835818,325.0356590243177,33.37600404233967,345.4497409440519,222.75837318380923,67.44616063551194,HOLD
2020-01-17,8729.99,9022.5,8673.1,8915.59,77.322512,9188.466529724312,7550.713470275689,326.77596909400927,35.46072650152704,374.99553592302254,253.2058057316519,69.71580689664658,HOLD
2020-01-18,8905.0,8988.76,8805.36,8917.29,51.104627,9308.040668512433,7604.203331487566,316.53482844443715,37.39654021362959,394.0061099273662,281.36586657079476,69.73662074624922,HOLD
2020-01-19,8913.69,9200.0,8493.57,8718.51,217.436897,9282.7092484541,7808.372751545901,344.3844835555488,37.504410376353114,388.55324215381916,302.80334168739967,64.18195658859722,HOLD
2020-01-20,8725.94,8741.97,8530.0,8644.33,44.186513,9286.296084105474,7894.651915894527,334.92630615872383,37.60457552745352,373.935602249715,317.0297937998628,62.19117109146757,HOLD
2020-01-21,8650.15,8778.28,8503.31,8754.88,69.588088,9238.814322551389,8087.82567744861,330.6437128616722,37.78169783816202,367.0404644074715,327.0319279213845,63.984097322833236,HOLD
2020-01-22,8737.02,8819.92,8605.64,8670.36,37.871172,9180.063852887197,8243.564147112804,322.3320190858385,38.04567618418601,350.7131573868246,331.76817381447256,61.57977484324471,HOLD
2020-01-23,8671.0,8671.0,8305.5,8414.87,64.560013,9041.3582088717,8444.789791128302,325.4154462939929,36.7457579274074,313.5434079274946,328.123220637077,54.86797904398602,SELL
2020-01-24,8411.45,8524.11,8241.5,8451.96,82.696069,9042.5086382679,8364.607361732102,322.3579144158506,35.248332801000124,283.8074115371073,319.26005881708306,55.62414133947752,HOLD
2020-01-25,8440.25,8442.68,8277.21,8344.78,75.48201,9051.672849516535,8260.841150483464,311.81449195757557,33.85786661219336,248.7257344615955,305.15319394598555,52.86761854731543,HOLD
2020-01-26,8340.11,8612.12,8301.86,8612.12,57.451045,9037.132999362751,8251.80500063725,311.70345681774876,33.13412351525186,239.7318765310756,292.0689304630036,58.40466051722405,HOLD
2020-01-27,8613.88,9002.45,8584.04,8914.11,103.998546,9036.531680397375,8252.110319602625,319.32535275933816,33.495198659926835,254.04378981592708,284.4639023335883,63.60585668874526,HOLD
2020-01-28,8921.17,9402.37,8892.43,9380.14,143.799437,9283.755879369077,8097.456120630925,332.9406847050997,34.59441224297475,299.537923702168,287.4787066073042,69.86763605577762,BUY
2020-01-29,9376.62,9445.67,9239.08,9300.85,140.356186,9457.30230116907,8040.377698830932,323.9156357975926,35.68731581395994,325.4428100950663,295.07152730485666,67.73237113023944,HOLD
2020-01-30,9300.42,9579.29,9205.0,9526.47,131.547022,9692.17877354412,7981.92922645588,327.5138046691932,36.922863006055834,360.0280879231759,308.06283942852053,70.49553895508808,HOLD
2020-01-31,9513.19,9534.33,9213.32,9352.98,76.298925,9808.258794669742,7985.469205330256,327.0492471928223,38.07015682728774,369.18227325376756,320.28672619356996,65.82755384077653,HOLD
2020-02-01,9363.96,9462.65,9301.63,9388.81,61.245697,9913.409029072127,8024.00897092787,315.19001525047787,39.13550108986022,375.0053840027649,331.23045775540896,66.32351945766047,HOLD
2020-02-02,9384.73,9487.85,9157.15,9332.83,73.733713,9942.324390590959,8178.685609409039,316.2978713040152,39.284641470062844,370.8284436037993,339.15005492508703,64.7425052528755,HOLD
2020-02-03,9324.9,9600.0,9241.58,9299.8,103.261331,9924.081241041637,8366.496758958365,319.30659478229984,39.67665100334202,360.6950749880416,343.459058937678,63.77647860411317,HOLD
2020-02-04,9299.53,9356.66,9100.0,9195.95,72.818585,9769.527461902999,8691.284538097,314.83183801213556,39.2561113841735,340.3610104031832,342.83944923077905,60.70931091658256,HOLD
2020-02-05,9192.37,9747.48,9180.27,9610.31,125.859151,9705.208278353082,8955.241721646918,332.8588495826972,39.73596251293388,353.60536424236125,344.9926322330955,67.43817465166828,HOLD
2020-02-06,9625.0,9859.33,9535.38,9766.99,118.594015,9756.263528105857,9074.76247189414,332.22250318393316,40.38867285691218,372.45099344123264,350.48430447472293,69.56094802758486,BUY
2020-02-07,9767.0,9880.32,9730.59,9815.0,114.263799,9880.99313765804,9037.004862341959,319.1873243850808,41.03395032531322,386.80148932705924,357.74774144519023,70.20198784915047,HOLD
2020-02-08,9821.51,9937.31,9668.84,9903.38,123.202272,10007.713072876366,9030.790927123635,315.56465835757496,41.28219870445299,400.6870175643635,366.3355966690249,71.39620820475018,HOLD
2020-02-09,9903.35,10174.27,9892.42,10153.53,132.3238,10214.333785522762,8949.58221447724,313.156468474891,41.986872352609375,426.95474461564845,378.4594262583496,74.51005517479551,HOLD
2020-02-10,10165.0,10193.58,9767.62,9850.16,64.643096,10262.215678843075,9001.136321156928,321.21386358382733,41.95522152672766,418.4688356716051,386.4613081410007,65.23510041183653,HOLD
2020-02-11,9848.03,10325.27,9718.9,10228.72,131.651073,10421.669331758798,9009.664668241205,341.58215904212545,42.20701686626915,437.2499744114957,396.6190413950997,70.21716865423986,HOLD
2020-02-12,10230.93,10450.0,10230.64,10348.98,100.010641,10569.391186269573,9065.172813730429,332.98914768197363,42.69112979605713,456.5750264223916,408.6102384005581,71.60910365878317,HOLD
2020-02-13,10318.09,10490.0,10101.26,10217.13,154.524547,10602.058171029825,9215.971828970174,336.97135141897553,42.42777459359154,455.9946537651467,418.08712147347586,67.86422715693955,HOLD
2020-02-14,10237.42,10376.6,10116.94,10344.17,54.421371,10552.883163081324,9494.790836918675,331.4491120319058,42.18323047701636,460.4776705862205,426.5652312960248,69.51829584527015,HOLD
2020-02-15,10350.58,10373.47,9800.0,9898.96,77.415116,10507.801475895063,9597.60252410494,348.73631831534107,40.36861941906699,423.22706928550906,425.89759889392167,58.210559492865855,HOLD
2020-02-16,9908.62,10047.63,9649.72,9928.33,79.983205,10489.01793786338,9648.654062136618,352.2487241499595,38.05399727001345,391.56193072471797,419.030465260081,58.68795352447275,HOLD
2020-02-17,9916.64,9952.62,9458.42,9708.77,127.362219,10511.021649902612,9605.404350097388,362.388100996391,35.49016133066381,344.7760594223928,404.17958409254334,53.74504244672118,HOLD
2020-02-18,9698.24,10249.17,9593.22,10158.14,99.603428,10526.333651505727,9641.044348494273,383.35680806807744,33.78857711894764,340.0385698331356,391.3513812406618,60.987319851019066,HOLD
2020-02-19,10167.94,10512.0,9400.0,9601.99,122.651752,10560.862664778799,9496.207335221201,435.4027503489291,32.93042053860355,288.0865358833398,370.6984121691974,50.45761622092647,HOLD
2020-02-20,9588.19,9686.42,9410.02,9608.23,59.479937,10591.831691998425,9416.852308001573,424.04541103829126,32.13356085685547,244.59811571317732,345.4783528779934,50.56075589458666,HOLD
2020-02-21,9587.23,9761.24,9571.64,9670.0,42.660383,10547.28237766466,9349.657622335335,407.2993102498419,31.59700000010045,212.66607010164444,318.91589632272365,51.63416491224285,HOLD
2020-02-22,9675.78,9702.82,9558.25,9664.01,19.105039,10429.877005606602,9330.068994393398,388.53293094628174,31.036754436162102,184.74670593190604,292.08205824456013,51.51735468291315,HOLD
2020-02-23,9656.4,10002.98,9656.4,9949.57,34.398361,10354.05962287998,9352.37437712002,385.53629302154735,31.30057091410371,183.54689974841494,270.3750265453311,56.562396913544184,HOLD
2020-02-24,9945.64,9993.8,9487.44,9657.21,72.471237,10158.443149170074,9410.598850829927,394.16655780572245,30.7731039453027,157.19301285538495,247.73862380734187,50.74081274728181,HOLD
2020-02-25,9665.52,9669.54,9256.66,9319.74,70.055603,10190.38319458955,9262.814805410446,395.50323224817095,29.348643073184537,107.83332354768027,219.75756375540956,44.98527793161225,HOLD
