Date,Open,High,Low,Close,Volume,bb_high,bb_low,Signal
2021-02-19,51578.71,56335.12,50738.02,55876.0,327.562147,56943.1635029427,30888.6724970573,HOLD
2021-02-20,55929.59,57567.0,53865.08,55858.83,300.738538,58075.35714643212,32035.22785356787,HOLD
2021-02-21,55853.06,58361.09,55462.71,57425.47,227.730144,59208.03223750931,33290.54376249069,HOLD
2021-02-22,57416.19,57509.4,47913.84,54152.15,567.683143,59585.589944703934,34777.618055296065,HOLD
2021-02-23,54118.63,54179.23,44928.36,48903.91,866.735606,59361.836272139786,36128.43572786021,HOLD
2021-02-24,48913.96,51356.82,46953.92,49682.98,358.706564,58908.45445037198,37853.97054962802,HOLD
2021-02-25,49679.78,52001.06,46708.76,47075.19,333.527721,58311.52155074274,39327.754449257256,HOLD
2021-02-26,47013.45,48435.78,44111.32,46314.74,457.138462,57684.210119040494,40664.52388095952,HOLD
2021-02-27,46303.21,48375.0,45013.6,46113.12,229.097458,56764.526967635866,42316.579032364134,HOLD
2021-02-28,46107.36,46613.27,43000.0,45161.6,372.158691,56828.896273246995,42129.67672675301,HOLD
2021-03-01,45161.2,49783.33,44950.13,49617.18,370.249921,56855.335552109456,42418.115447890545,HOLD
2021-03-02,49566.16,50204.7,47065.54,48456.72,228.987524,56723.7008605817,42908.29413941831,HOLD
2021-03-03,48389.21,52631.64,48148.14,50352.9,255.807299,56793.33662727963,43077.79937272037,HOLD
2021-03-04,50377.73,51780.29,47500.0,48373.02,364.099317,56780.89198876926,43194.91701123075,HOLD
2021-03-05,48331.2,49430.45,46329.97,48747.32,405.35635,56760.75477732119,43378.77522267881,HOLD
2021-03-06,48773.57,49210.46,47055.76,48905.34,274.470343,56763.97669702918,43407.141302970806,HOLD
2021-03-07,48893.35,51447.81,48893.35,50960.87,202.240914,56849.76692105886,43626.69707894115,HOLD
2021-03-08,50996.74,52395.78,49285.46,52335.07,278.010895,57050.02104016878,43746.66295983123,HOLD
2021-03-09,52400.0,54890.0,51847.85,54857.46,312.015916,57438.74406845926,43639.70993154074,HOLD
2021-03-10,54889.99,57407.64,52782.18,55955.34,565.980917,58039.83531556794,43472.68568443205,HOLD
2021-03-11,55909.78,58129.0,54294.59,57756.57,301.297684,58438.01703731873,43262.56096268128,HOLD
2021-03-12,57761.45,58091.65,55052.66,57232.78,392.058973,58709.03663241685,43128.93636758316,HOLD
2021-03-13,57178.52,61822.09,56100.0,61173.44,238.846735,59656.72453033074,42556.04546966925,SELL
2021-03-14,61203.75,61697.85,58963.2,58963.2,173.469374,60477.51336161528,42216.36163838472,HOLD
2021-03-15,58962.85,60611.01,54583.37,55552.06,467.143221,60913.4324457272,42445.2575542728,HOLD
2021-03-16,55565.82,56946.89,53280.97,56946.89,377.453865,61502.61652999128,42582.46447000872,HOLD
2021-03-17,56928.63,58974.35,54142.98,58781.2,310.686163,62233.554089897734,43022.12791010227,HOLD
2021-03-18,58975.98,60122.56,57024.0,57678.64,250.292898,62582.69712064203,43809.37487935797,HOLD
2021-03-19,57623.45,59459.94,56274.68,58143.3,256.335715,62826.59251842499,44768.497481575,HOLD
2021-03-20,58040.59,59876.34,57832.25,58075.12,160.725485,62725.71636490015,46160.72563509984,HOLD
2021-03-21,58060.15,58571.99,55459.19,57330.95,174.825296,62892.05828953721,46765.760710462775,HOLD
2021-03-22,57392.09,58426.53,53701.96,54076.17,206.56348,62639.2212648612,47580.5427351388,HOLD
2021-03-23,54066.67,55829.74,53000.07,54387.68,225.545178,62530.11771780715,48093.12428219286,HOLD
2021-03-24,54303.69,57184.47,51000.0,52307.69,323.138914,62151.227531152676,48865.48146884733,HOLD
2021-03-25,52294.13,53228.87,50444.23,51304.0,316.578315,61837.43013632474,49434.946863675264,HOLD
2021-03-26,51311.64,55091.44,51283.54,55028.38,240.605987,61336.17990919782,50548.501090802165,HOLD
2021-03-27,55028.36,56632.08,53944.2,55839.0,194.577652,61074.46428573521,51298.02971426478,HOLD
2021-03-28,55823.71,56541.9,54687.88,55773.8,140.569613,60923.720625128604,51792.646374871394,HOLD
2021-03-29,55809.0,58401.15,54914.74,57611.51,212.479431,61038.13352576657,51953.63847423343,HOLD
2021-03-30,57677.07,59359.65,57076.67,58747.49,143.911921,61273.33326524066,51997.65373475933,HOLD
2021-03-31,58717.24,59787.24,56857.7,58773.06,261.078594,61393.939562260566,51978.69643773945,HOLD
2021-04-01,58747.08,59487.01,57943.49,58723.68,225.885576,61547.293568354726,51974.43243164527,HOLD
2021-04-02,58735.38,60171.61,58444.89,58980.0,278.604685,61118.01900699921,52184.362993000774,HOLD
2021-04-03,58958.71,59780.83,56897.85,57054.29,279.639129,60900.80403905048,52210.68696094951,HOLD
2021-04-04,57061.2,58482.2,56442.0,58179.83,244.953418,61061.66656155359,52312.60143844642,HOLD
2021-04-05,58236.24,59259.78,56801.82,59110.55,194.500456,61295.407584870554,52295.22641512945,HOLD
2021-04-06,59131.13,59500.0,57401.96,57995.35,372.22847,61199.43639313973,52312.61260686027,HOLD
2021-04-07,57995.35,58643.67,55470.1,55921.81,618.893009,61104.62116927956,52231.74483072043,HOLD
2021-04-08,55940.45,58144.15,55690.9,58070.47,239.497105,61096.24752827936,52232.83547172065,HOLD
2021-04-09,58081.86,58886.76,57660.43,58114.3,223.299192,61100.73285420694,52232.26814579307,HOLD
2021-04-10,58148.26,61353.31,57892.24,59776.67,460.593003,61420.08581488428,52157.48718511572,HOLD
2021-04-11,59779.45,60693.74,59231.65,60001.4,400.123347,61742.34005476539,52427.75594523463,HOLD
2021-04-12,60002.61,61259.43,59428.57,59870.0,341.193748,61994.446479044054,52723.881520955954,HOLD
2021-04-13,59870.0,63749.42,59826.57,63555.57,479.892121,62696.105849212625,53147.01015078737,SELL
2021-04-14,63607.7,64853.59,61321.56,62940.36,738.306728,62713.069379605346,54293.68262039466,SELL
2021-04-15,63019.42,63767.34,62038.65,63161.09,288.18601,63267.05741805138,54552.96558194862,HOLD
2021-04-16,63193.73,63510.88,60006.79,61345.0,698.337589,63425.62991309213,54944.99308690786,HOLD
2021-04-17,61345.0,62500.0,59608.3,60000.96,355.803604,63347.237279438334,55446.10172056167,HOLD
2021-04-18,60010.75,60366.84,51000.74,56155.11,1810.623187,63453.0089157475,55194.69008425249,HOLD
2021-04-19,56152.95,57513.51,54242.56,55607.18,761.96758,63599.39876450071,54734.26923549928,HOLD
2021-04-20,55623.02,57084.74,53353.6,56430.65,923.594545,63638.731971216715,54460.69502878328,HOLD
2021-04-21,56430.65,56756.47,53626.3,53788.72,636.905988,63934.23270995275,53671.698290047265,HOLD
2021-04-22,53806.36,55463.66,50481.03,51694.18,1169.265697,64430.316133423694,52447.03286657631,BUY
2021-04-23,51692.95,52119.17,47509.6,51121.61,963.76669,64914.95604902437,51369.12495097564,BUY
2021-04-24,51125.96,51186.03,48675.17,50042.37,455.961209,65372.63103930098,50097.703960699015,BUY
2021-04-25,50082.49,50571.42,46957.72,49063.82,776.05531,65717.0280489913,48748.633951008684,HOLD
2021-04-26,49082.7,54333.33,48777.77,54019.14,867.406534,65623.12825518016,48444.912744819856,HOLD
2021-04-27,53991.9,55447.05,53248.44,55008.96,628.331125,65610.28095963373,48366.47504036628,HOLD
2021-04-28,55012.03,56427.44,53813.23,54831.52,576.4614,65482.556962884875,48170.30403711513,HOLD
2021-04-29,54871.95,55190.72,52328.22,53557.33,420.210864,65346.527337715626,47850.63666228436,HOLD
2021-04-30,53557.85,57915.1,53051.59,57707.15,599.026329,65138.56910435423,47851.64289564578,HOLD
2021-05-01,57698.27,58467.76,57003.72,57780.38,382.413561,64900.608966602726,47867.50103339726,HOLD
2021-05-02,57800.0,57913.32,56057.84,56577.85,374.101697,64586.07512059072,47852.81987940927,HOLD
2021-05-03,56577.85,58964.91,56463.54,57162.07,507.009012,63581.286549172306,48218.25845082769,HOLD
2021-05-04,57162.08,57189.19,53084.81,53206.25,853.466002,62455.450640166186,48370.683359833805,HOLD
2021-05-05,53196.41,57988.13,52914.2,57430.25,818.784275,61296.95249196653,48956.097508033476,HOLD
2021-05-06,57439.07,58358.14,55267.08,56404.09,633.36826,60395.147883619095,49363.81111638091,HOLD
2021-05-07,56410.73,58657.56,55219.66,57328.39,625.311178,59874.66094374253,49617.041056257476,HOLD
2021-05-08,57303.44,59615.9,56933.24,58861.73,548.632419,60286.94959799201,49475.414402008006,HOLD
2021-05-09,58881.25,59223.28,56266.44,58235.83,535.560584,60607.12460695801,49418.104393042,HOLD
2021-05-10,58253.12,59516.44,53588.23,55815.35,916.84421,60551.54153068673,49412.157469313264,HOLD
2021-05-11,55795.74,56886.54,54484.15,56674.93,503.489901,60714.2509038952,49538.069096104795,HOLD
2021-05-12,56679.21,57995.75,48645.6,49734.81,852.650386,60914.27697870716,49142.10602129284,HOLD
2021-05-13,49666.15,51367.91,45825.78,49669.51,1946.043354,61064.247073235936,48846.92592676406,HOLD
2021-05-14,49651.56,51470.82,48830.57,49850.56,519.566248,61086.00299724458,48805.989002755436,HOLD
2021-05-15,49856.09,50689.76,46561.24,46764.44,520.721006,61472.893248246815,48189.16075175319,BUY
2021-05-16,46764.43,49785.42,43879.82,46431.1,1076.519614,62035.72193833723,46867.52806166277,BUY
2021-05-17,46413.31,46612.88,42113.36,43547.02,1342.450469,62818.590822218874,44938.46517778114,BUY
2021-05-18,43584.18,45783.51,42252.71,42848.25,835.253153,63410.52946101682,43148.199538983186,BUY
2021-05-19,42858.47,43586.43,30116.81,36653.5,3229.080039,64886.14191625094,39982.20408374905,BUY
2021-05-20,36672.13,42415.23,34933.59,40517.63,2607.465859,64801.05991799978,38348.33408200022,HOLD
2021-05-21,40502.48,42201.52,33500.0,37269.42,2874.142127,64830.45744661901,36267.840553380986,HOLD
2021-05-22,37199.43,38831.23,35215.38,37459.95,1835.644948,64669.63317028527,34516.87482971473,HOLD
2021-05-23,37457.21,38272.17,31109.0,34646.69,2893.844956,64450.299066165426,32484.670933834575,HOLD
2021-05-24,34668.82,39916.7,34383.3,38800.0,1350.74981,64104.91744186134,31389.42755813866,HOLD
2021-05-25,38800.0,39802.98,36445.8,38346.31,1254.662927,63005.8314204828,30580.119579517203,HOLD
2021-05-26,38330.47,40834.13,37807.82,39229.25,1129.246372,61836.25318649033,30032.213813509676,HOLD
2021-05-27,39220.87,40397.39,37138.13,38517.1,1117.809695,60302.914480981446,29684.423519018557,HOLD
2021-05-28,38531.8,38868.51,34703.49,35648.81,1922.337302,58254.71691624017,29411.329083759832,HOLD
2021-05-29,35666.61,37306.11,33629.63,34598.17,2000.245242,55991.53721303059,29310.742786969407,HOLD
2021-05-30,34605.72,36497.16,33390.67,35644.74,804.187816,53851.47127867918,29433.747721320822,HOLD
2021-05-31,35623.36,37492.93,34159.81,37278.91,929.837321,50866.360028039926,30479.256971960072,HOLD
2021-06-01,37260.86,37907.9,35673.63,36661.22,863.296474,49452.78679649601,30585.471203503992,HOLD
2021-06-02,36699.03,38226.44,35937.84,37579.07,511.252851,47786.997275370464,31042.216724629543,HOLD
2021-06-03,37553.86,39467.3,37159.14,39235.62,501.372308,45753.70233273761,32014.01766726239,HOLD
2021-06-04,39249.74,39291.0,35580.6,36849.63,761.906576,44271.87758600359,32504.361413996412,HOLD
2021-06-05,36827.12,37909.11,34813.63,35520.64,692.967896,42547.360948131754,33137.832051868245,HOLD
2021-06-06,35520.63,36466.16,35229.93,35800.33,450.638409,41437.82115847806,33472.70284152195,HOLD
2021-06-07,35786.7,36796.64,33293.73,33574.51,736.999312,40483.84334856277,33499.306651437226,HOLD
2021-06-08,33551.19,34062.08,31007.99,33375.75,1135.773614,40659.19907022242,32996.17592977758,HOLD
2021-06-09,33384.21,37529.42,32400.0,37387.12,1254.513945,40123.9779229674,33218.34607703259,HOLD
2021-06-10,37398.73,38429.32,35793.04,36656.06,985.865997,40082.38864977783,33198.59935022217,HOLD
2021-06-11,36730.0,37667.81,35954.63,37336.65,765.615706,40070.76781938108,33197.89018061892,HOLD
2021-06-12,37348.27,37454.93,34600.83,35528.99,652.202114,40033.3717680107,33323.516231989306,HOLD
2021-06-13,35528.99,39362.54,34772.02,39017.71,780.296094,40073.01084782995,33305.64815217006,HOLD
2021-06-14,39032.5,41045.45,38739.09,40522.72,849.361417,40511.88013672148,33084.41986327853,SELL
2021-06-15,40528.17,41356.9,39536.75,40154.51,610.275926,40698.52917827451,32990.29682172549,HOLD
2021-06-16,40134.0,40522.07,38119.12,38351.86,675.958044,40676.57303470261,32995.728965297385,HOLD
2021-06-17,38330.04,39542.38,37378.93,38094.04,764.534361,40795.540478619994,33121.28452138,HOLD
2021-06-18,38063.65,38195.67,31000.0,35824.6,1084.997908,40741.489908724994,33297.978091275014,HOLD
2021-06-19,35814.46,36452.48,34830.14,35493.08,874.417075,40745.68147713681,33278.62052286319,HOLD
2021-06-20,35484.89,36132.13,33342.36,35593.24,1259.84697,40709.304343659875,33146.430656340126,HOLD
2021-06-21,35608.32,35742.84,31254.29,31616.31,3321.749211,41111.054546079045,32240.189453920957,BUY
2021-06-22,31614.45,33295.8,28812.78,32496.39,2127.805597,41190.62606418069,31652.349935819308,HOLD
2021-06-23,32509.3,34838.8,31670.94,33664.27,1836.143088,40872.704945850775,31413.13605414921,HOLD
2021-06-24,33675.5,35279.2,32313.37,34653.19,1034.194571,40794.042644444875,31272.154355555125,HOLD
2021-06-25,34711.06,35499.14,31270.83,31592.52,1289.67848,40975.127341395564,30698.25765860444,HOLD
2021-06-26,31578.88,32711.25,30161.2,32271.79,1662.163429,41028.73345599747,30291.797544002515,HOLD
2021-06-27,32294.65,34748.64,32000.19,34692.49,1102.643534,41019.48346874889,30412.84553125111,HOLD
2021-06-28,34709.02,35285.42,33884.84,34487.91,731.538894,40998.53410759488,30545.01089240512,HOLD
2021-06-29,34487.57,36605.26,34235.93,35922.17,656.54945,40873.48688295651,30523.563117043494,HOLD
2021-06-30,35894.9,36088.87,34013.34,35036.58,558.669277,40780.715041235635,30454.38695876436,HOLD
2021-07-01,35048.78,35048.78,32720.03,33506.98,786.487139,40604.044026450036,30248.090973549955,HOLD
2021-07-02,33502.26,33971.12,32698.4,33796.99,654.513379,40565.37438402192,30113.560615978095,HOLD
2021-07-03,33831.62,34943.45,33322.38,34680.62,329.473886,40072.655594935575,30172.570405064434,HOLD
2021-07-04,34648.23,35955.94,34374.99,35280.51,290.759907,39150.12593394701,30570.87906605299,HOLD
2021-07-05,35271.85,35271.85,33138.52,33704.45,452.172232,38094.236958265574,30981.762041734422,HOLD
2021-07-06,33693.05,35098.77,33532.93,34217.95,419.553226,37427.64259493565,31234.965405064344,HOLD
2021-07-07,34178.7,35050.0,33789.71,33856.82,248.928842,36692.60504956393,31546.280950436085,HOLD
2021-07-08,33849.49,33910.81,32082.19,32865.32,409.384321,36474.805261802074,31468.15273819793,HOLD
2021-07-09,32825.9,34098.94,32269.96,33800.0,219.250004,36291.155314871874,31482.494685128124,HOLD
2021-07-10,33809.13,34259.02,33037.11,33521.39,144.937288,36059.68077663332,31506.784223366674,HOLD
2021-07-11,33507.55,34608.53,33315.62,34219.66,114.949624,35966.06305376988,31860.736946230118,HOLD
2021-07-12,34257.39,34672.14,32660.9,33095.72,222.171472,35928.80607255891,31957.926927441084,HOLD
2021-07-13,33080.47,33333.33,32212.0,32735.35,229.918775,35948.65712398732,31845.183876012678,HOLD
2021-07-14,32720.31,33101.8,31592.44,32833.28,315.796934,35876.76539980194,31735.084600198068,HOLD
2021-07-15,32804.36,33190.35,31146.74,31880.94,268.997992,35832.516274039415,31808.175725960584,HOLD
2021-07-16,31868.53,32246.13,31032.34,31384.87,241.814452,35954.914058229886,31597.085941770114,BUY
2021-07-17,31373.98,31962.49,31173.03,31496.21,154.382012,35965.01594692416,31267.356053075844,HOLD
2021-07-18,31485.79,32440.18,31111.12,31772.22,148.102181,35924.02871649655,31036.77428350345,HOLD
2021-07-19,31796.51,31893.64,30418.08,30807.0,221.956478,35663.21487026249,30786.0711297375,HOLD
2021-07-20,30836.68,31058.04,29285.64,29793.14,311.156764,35677.2666765671,30247.675323432908,BUY
2021-07-21,29817.41,32827.16,29485.51,32137.9,508.029604,35619.46324266108,30168.570757338937,HOLD
2021-07-22,32136.1,32585.53,31717.4,32288.45,210.069007,35523.321136891675,30113.858863108333,HOLD
2021-07-23,32309.79,33629.45,31988.51,33617.19,253.381513,35361.258043778136,30169.578956221863,HOLD
2021-07-24,33631.54,34487.56,33406.18,34256.95,206.847126,35144.81705274017,30283.66394725984,HOLD
2021-07-25,34257.61,35400.0,33859.48,35376.42,182.421594,35462.6250156469,30133.052984353097,HOLD
2021-07-26,35400.17,40552.97,35228.72,37238.35,1520.271596,36196.95704121541,29700.760958784595,SELL
2021-07-27,37228.04,39539.28,36388.38,39451.15,1240.66946,37533.02141301721,28924.129586982788,SELL
2021-07-28,39478.73,40904.2,38801.68,40004.07,1508.581574,38798.35400416613,28372.671995833865,SELL
2021-07-29,40015.28,40638.33,39246.14,40024.95,690.60712,39818.77706114291,27974.743938857082,SELL
2021-07-30,40036.67,42304.59,38319.41,42184.71,880.797299,41260.264860908734,27399.58813909127,SELL
2021-07-31,42202.67,42406.06,41042.3,41467.43,613.804641,42287.75097163799,27096.879028362004,HOLD
2021-08-01,41454.28,42572.97,39435.07,39867.61,726.429297,42909.930708635715,27151.888291364274,HOLD
2021-08-02,39854.9,40448.59,38690.0,39134.75,720.230539,43349.8691042445,27351.88989575549,HOLD
2021-08-03,39131.81,39772.59,37624.27,38207.64,854.945391,43623.31862814457,27615.876371855426,HOLD
2021-08-04,38187.16,39960.18,37502.81,39717.83,910.347618,44012.002817388806,28010.881182611196,HOLD
2021-08-05,39734.44,41351.73,37324.64,40850.68,949.729226,44454.3980508916,28515.066949108397,HOLD
2021-08-06,40879.64,43357.2,39871.81,42778.58,1078.789467,45122.76468475968,28974.937315240324,HOLD
2021-08-07,42840.78,44703.76,42466.76,44569.13,739.671574,46012.92772210124,29364.465277898773,HOLD
2021-08-08,44591.85,45323.78,43267.87,43800.1,897.223522,46437.91446149646,30238.788538503544,HOLD
2021-08-09,43787.81,46450.0,42792.26,46259.86,898.425457,46961.515892909025,31361.85910709098,HOLD
2021-08-10,46266.87,46729.77,44646.75,45607.09,536.456836,47415.71799924795,32254.576000752044,HOLD
2021-08-11,45571.98,46756.6,45337.43,45514.26,572.938043,47622.14967103739,33370.72532896261,HOLD
2021-08-12,45514.26,46225.03,43774.29,44413.58,802.047075,47610.003680087364,34462.51031991263,HOLD
2021-08-13,44417.93,47887.04,44232.45,47810.29,571.206019,48145.325021501616,35282.52297849838,HOLD
2021-08-14,47808.98,48142.35,46007.85,47057.95,525.211238,48436.181749824354,36159.81925017565,HOLD
2021-08-15,47088.11,47369.86,45498.97,47026.59,444.754706,48793.33222375518,36781.49277624482,HOLD
2021-08-16,46968.06,48042.76,45666.66,45910.68,601.57376,49058.384202714326,37162.393797285666,HOLD
2021-08-17,45892.51,47165.41,44387.37,44684.76,560.283212,49151.78465683602,37537.062343163976,HOLD
2021-08-18,44687.23,46015.73,44210.52,44712.79,553.942528,49206.99368476778,37950.63731523223,HOLD
2021-08-19,44719.39,47037.31,43946.05,46766.09,571.692102,49561.973217694234,38053.795782305766,HOLD
2021-08-20,46773.08,49398.55,46654.37,49330.28,530.624469,50324.3527163278,38077.701283672206,HOLD
2021-08-21,49326.73,49786.94,48250.0,48828.44,423.011787,50749.80966158755,38548.327338412455,HOLD
2021-08-22,48811.93,49491.21,48053.85,49237.98,334.488609,51013.27174788318,39295.18825211683,HOLD
2021-08-23,49256.32,50519.73,49033.55,49511.25,347.963542,50934.42309284935,40504.39790715066,HOLD
2021-08-24,49471.73,49855.83,47600.74,47687.62,408.902002,50604.787211053845,41631.01278894616,HOLD
2021-08-25,47691.39,49249.38,47124.15,48992.13,317.386566,50471.2166734634,42578.728326536606,HOLD
2021-08-26,48981.39,49352.48,46289.31,46832.32,493.754659,50280.167929414056,43175.15107058593,HOLD
2021-08-27,46853.72,49145.45,46346.8,49065.69,342.391413,50499.254059281026,43405.72094071898,HOLD
2021-08-28,49058.85,49294.85,48351.66,48893.12,196.051516,50536.68291460244,43877.59408539756,HOLD
2021-08-29,48904.82,49625.73,47766.64,48766.23,286.036849,50698.42388230936,43966.49011769064,HOLD
2021-08-30,48766.23,48864.24,46860.25,46973.36,330.597106,50678.18991011804,44123.35108988196,HOLD
2021-08-31,46971.17,48244.76,46700.0,47104.02,286.739779,50646.01787490052,44314.499125099486,HOLD
2021-09-01,47094.77,49154.87,46523.64,48824.52,310.557194,50583.16094208876,44818.45005791124,HOLD
2021-09-02,48824.63,50368.39,48599.52,49262.09,350.822048,50735.15513727287,44811.635862727126,HOLD
2021-09-03,49261.75,51036.51,48344.77,50006.77,526.533146,51016.03998827195,44825.633011728045,HOLD
2021-09-04,49993.48,50527.47,49374.49,49924.04,214.21538,51249.88266999916,44881.53533000083,HOLD
2021-09-05,49938.74,51884.48,49461.18,51766.08,223.970273,51765.2111553765,44951.746844623514,SELL
2021-09-06,51771.94,52777.26,51000.0,52670.46,306.111485,52220.061460394834,45295.46653960517,SELL
2021-09-07,52655.13,52921.17,42842.06,46854.08,1137.487028,51929.80681931183,45799.85018068816,HOLD
2021-09-08,46852.57,47332.92,44404.0,46076.92,848.989813,52002.57564395825,45658.16435604176,HOLD
2021-09-09,46063.39,47399.7,45523.81,46376.72,487.663798,52018.82016655841,45346.56383344158,HOLD
2021-09-10,46370.43,47046.55,44129.41,44855.96,465.792272,52211.8652362059,44756.27076379411,HOLD
2021-09-11,44838.69,45988.21,44722.75,45148.04,247.914549,52259.688591835205,44299.45340816479,HOLD
2021-09-12,45162.55,46482.91,44747.08,46027.77,225.996135,52158.87755782237,44051.91644217762,HOLD
2021-09-13,46032.51,46868.0,43400.01,44966.38,769.224898,52246.30018365299,43692.36981634701,HOLD
2021-09-14,44953.61,47253.93,44646.41,47115.67,401.86439,52140.92487859731,43610.099121402694,HOLD
2021-09-15,47088.05,48449.82,46693.49,48122.51,242.342119,52179.320123023725,43700.72287697628,HOLD
2021-09-16,48132.64,48483.87,47019.16,47778.21,235.202393,52083.6027570809,43667.692242919096,HOLD
2021-09-17,47761.34,48149.99,46750.0,47297.06,321.851847,51984.07992935908,43607.6090706409,HOLD
2021-09-18,47297.06,48822.96,47043.47,48298.24,309.632992,51943.928729957435,43600.96127004255,HOLD
2021-09-19,48280.26,48358.1,46841.36,47253.0,317.519974,51948.9685046776,43623.88549532239,HOLD
2021-09-20,47260.38,47335.39,42477.34,43024.3,1333.091361,52230.31637219701,42934.565627802986,HOLD
2021-09-21,43017.59,43628.08,39601.76,40711.34,670.608756,52661.156378207874,41692.40762179211,BUY
2021-09-22,40742.78,44044.97,40573.44,43569.32,308.481947,52503.50167275371,41280.78532724629,HOLD
2021-09-23,43545.89,44970.0,43081.39,44873.52,492.04772,52121.70251460863,41149.25948539137,HOLD
2021-09-24,44856.8,45166.9,40701.68,42825.93,495.596922,51788.24347806997,40772.90752193003,HOLD
2021-09-25,42816.59,42971.84,41660.34,42691.47,428.330488,50932.6363024582,40721.053697541785,HOLD
2021-09-26,42674.74,43947.66,40753.56,43157.31,299.6972,49501.17241137407,41201.20258862593,HOLD
2021-09-27,43138.88,44357.56,42101.09,42163.05,207.507216,49427.485581056295,40805.7864189437,HOLD
2021-09-28,42135.62,42761.9,40878.18,41027.56,212.982702,49499.69851775317,40228.63748224683,HOLD
2021-09-29,41027.56,42600.0,40753.27,41540.88,159.839779,49418.78878578197,39825.963214218034,HOLD
2021-09-30,41540.87,44107.61,41413.79,43814.04,230.712581,49378.032984453,39762.527015547,HOLD
2021-10-01,43825.91,48454.35,43296.61,48141.86,434.783915,49770.64764707937,39669.29435292064,HOLD
2021-10-02,48141.86,48329.32,47432.44,47673.42,92.462526,49987.30485060087,39617.20214939913,HOLD
2021-10-03,47652.54,49213.41,47085.02,48193.6,140.454943,50355.78166488798,39571.447335112025,HOLD
2021-10-04,48188.92,49490.82,46902.4,49209.86,231.397469,50699.61710290036,39437.03089709964,HOLD
2021-10-05,49209.98,51887.58,49048.35,51472.55,242.549091,51395.08293879166,39076.56906120833,SELL
2021-10-06,51453.36,55763.34,50399.09,55314.08,578.993271,53121.950370889674,38103.28862911033,SELL
2021-10-07,55326.96,55335.86,53372.79,53759.47,319.263736,54223.03083311779,37648.44916688222,HOLD
2021-10-08,53786.77,56108.63,53626.09,53931.59,202.765858,55163.48402688894,37271.330973111064,HOLD
2021-10-09,53974.27,55469.69,53673.33,54909.73,94.383476,56313.267926955734,36887.220073044264,HOLD
2021-10-10,54929.4,56517.37,54106.64,54632.2,159.560014,57346.28648161548,37014.99151838452,HOLD
2021-10-11,54650.0,57828.75,54425.55,57472.39,196.150945,58665.03935118216,37372.34364881784,HOLD
2021-10-12,57452.25,57667.6,53918.36,56008.43,304.384578,59622.68737978028,37658.60662021972,HOLD
2021-10-13,55994.38,57767.57,54243.01,57381.02,330.799268,60732.55635915251,37799.48764084748,HOLD
2021-10-14,57374.38,58522.72,56838.93,57323.25,257.861185,61569.68391982283,38412.092080177164,HOLD
2021-10-15,57335.18,62921.75,56868.66,61692.71,568.478276,63073.067322781004,38808.83267721899,HOLD
2021-10-16,61705.9,62355.71,60152.52,60875.66,193.45106,64142.36804579182,39511.36695420818,HOLD
2021-10-17,60882.41,61765.36,58950.0,61522.79,264.328583,64962.3467336225,40627.3622663775,HOLD
2021-10-18,61558.1,62697.12,59887.66,62069.63,363.712873,65385.18265986643,42308.73334013357,HOLD
2021-10-19,62035.82,64470.07,61361.15,64287.6,535.998815,65914.52663796258,44054.0613620374,HOLD
2021-10-20,64300.48,67018.63,63511.28,66010.31,368.213992,66766.63917633635,45421.57582366365,HOLD
2021-10-21,65991.72,66642.09,62003.91,62202.64,527.213957,67128.7031513851,46465.58984861492,HOLD
2021-10-22,62202.64,63718.37,60022.06,60701.38,355.27964,67011.17573927238,47885.91326072761,HOLD
2021-10-23,60666.1,61729.12,59602.68,61291.02,146.715675,66795.40124353115,49411.42975646886,HOLD
2021-10-24,61312.35,61456.99,59525.69,60869.33,190.081443,66426.03850607495,50946.73949392506,HOLD
2021-10-25,60886.74,63723.55,60644.15,63079.59,182.497893,66478.33507364048,52055.146926359506,HOLD
2021-10-26,63099.08,63287.36,59852.95,60312.97,216.903533,66506.06410603858,52527.30689396142,HOLD
2021-10-27,60301.41,61475.81,58035.54,58409.03,408.39149,66249.27913706847,53249.04786293153,HOLD
2021-10-28,58435.87,62459.33,57802.53,60596.98,626.118139,66013.88774017086,54150.978259829135,HOLD
2021-10-29,60564.1,62955.51,60188.25,62252.25,396.651846,65948.03872012698,54951.07927987301,HOLD
2021-10-30,62275.71,62355.63,60732.29,61870.93,231.412042,65643.16323169172,55979.827768308285,HOLD
2021-10-31,61882.1,62389.28,59967.91,61311.4,262.520374,65587.95130433417,56418.94069566583,HOLD
2021-11-01,61336.41,62428.57,59430.32,60913.6,353.261199,65222.19911442587,57275.20988557414,HOLD
2021-11-02,60891.41,64266.13,60650.37,63180.46,301.599019,65172.80137289356,57904.55162710644,HOLD
2021-11-03,63224.11,63514.5,60069.42,62896.54,399.915045,64933.595565835225,58701.086434164776,HOLD
2021-11-04,62912.21,63115.47,60678.25,61424.36,322.759893,64924.51681504505,58683.330184954946,HOLD
2021-11-05,61383.49,62584.47,60727.49,60975.0,233.404191,64923.86917765284,58693.911822347145,HOLD
2021-11-06,60924.14,61550.72,60068.81,61465.74,167.22456,64922.163698542485,58689.912301457516,HOLD
2021-11-07,61465.74,63282.63,61317.02,63266.35,196.214406,65045.264517144584,58686.48348285541,HOLD
2021-11-08,63266.35,67773.37,63266.35,67530.41,415.196129,65932.85869007879,58123.17030992121,SELL
