open_time,return,cumulative_return
2019-09-23,,
2019-09-24,-0.14203842245771192,-0.14203842245771192
2019-09-25,-0.009905313233963264,-0.15053680062597352
2019-09-26,-0.043966531045798174,-0.18788475075351474
2019-09-27,0.014175866554403838,-0.1763723133534002
2019-09-28,0.0035873540268476223,-0.17341766925508528
2019-09-29,-0.019608750900028893,-0.18962591627702763
2019-09-30,0.030474256628458374,-0.16493036848460196
2019-10-01,0.0003955452917445701,-0.16460006062357713
2019-10-02,0.008210346893484877,-0.1577411373265004
2019-10-03,-0.016924246808246002,-0.17199573419481928
2019-10-04,-0.00949868587322844,-0.17986068661739585
2019-10-05,-0.0018958533120336796,-0.18141555045100133
2019-10-06,-0.03220460962152383,-0.20777774309097685
2019-10-07,0.041321389574252576,-0.1750420185838455
2019-10-08,-0.0013720803619167166,-0.17617392722955305
2019-10-09,0.04768540589436099,-0.13688944656313695
2019-10-10,-0.001268259672375871,-0.13798409487086294
2019-10-11,-0.034318037647504185,-0.167566789155832
2019-10-12,0.004074438343271369,-0.16417509136335606
2019-10-13,-0.0027566763254759374,-0.1664791901012378
2019-10-14,0.008702459958173092,-0.1592255086287898
2019-10-15,-0.022220625224577795,-0.1779080434999345
2019-10-16,-0.020595383341417972,-0.1948393424859497
2019-10-17,0.009713145765976483,-0.18701869965448625
2019-10-18,-0.015727714941515036,-0.19980503779910275
2019-10-19,0.0012622639704809036,-0.19879498052895628
2019-10-20,0.03320106535010381,-0.172194120318667
2019-10-21,-0.002456138643491146,-0.17422732632906146
2019-10-22,-0.022232845489589703,-0.19258660259231286
2019-10-23,-0.0687065649586166,-0.24806120362976147
2019-10-24,-0.006881081044885051,-0.2532353554283784
2019-10-25,0.16697390725065286,-0.1285451449276097
2019-10-26,0.06680988159923085,-0.07032334924114847
2019-10-27,0.032395597396393416,-0.04020591875433732
2019-10-28,-0.034917027598710626,-0.07371907517827125
2019-10-29,0.022867791030529272,-0.05253707655388251
2019-10-30,-0.026937544308667905,-0.07805940103503228
2019-10-31,-0.001347898796175695,-0.07930208365852265
2019-11-01,0.009597873701826076,-0.07046534133994276
2019-11-02,0.0063323366267984404,-0.06457921497503105
2019-11-03,-0.009192741835641782,-0.07317829675945897
2019-11-04,0.02042166750330865,-0.05425105210103043
2019-11-05,-0.009574707099359925,-0.06330632126669089
2019-11-06,0.0048766380440123935,-0.05873840523739415
2019-11-07,-0.014630597474015294,-0.07250962474811551
2019-11-08,-0.04657495575509507,-0.11570744793874854
2019-11-09,0.0033036712773057975,-0.11278603603376836
2019-11-10,0.026009772818850863,-0.08970980238929449
2019-11-11,-0.03400484550794858,-0.12066407992644657
2019-11-12,0.010280671375825667,-0.11162391630321111
2019-11-13,-0.003455120277407353,-0.11469336252395557
2019-11-14,-0.016521047728355942,-0.12931955573592757
2019-11-15,-0.019930672903098134,-0.146672802873679
2019-11-16,0.0025207555185782216,-0.14452177363236995
2019-11-17,0.0019211278150348399,-0.14287829061653845
2019-11-18,-0.038153849045918786,-0.17558078293033497
2019-11-19,-0.006452014819356977,-0.1808999479362311
2019-11-20,-0.004842772785559557,-0.18486666337701596
2019-11-21,-0.056861674396309514,-0.2312165097536495
2019-11-22,-0.046060318674582046,-0.2666269223061538
2019-11-23,0.004453147206518793,-0.26336110403388535
2019-11-24,-0.0559965112400409,-0.3046103122517032
2019-11-25,0.031326616763041715,-0.282826106002641
2019-11-26,0.004131076733837613,-0.27986340561503276
2019-11-27,0.05099950356940597,-0.24313679679923672
2019-11-28,-0.012118551042810122,-0.25230888215964997
2019-11-29,0.04208402528327859,-0.22084303025237384
2019-11-30,-0.024434124798213275,-0.23988104888858497
2019-12-01,-0.02012432300664535,-0.2551779281842236
2019-12-02,-0.013413681116468235,-0.2651687339440676
2019-12-03,-0.002154318847412018,-0.2667517947901995
2019-12-04,-0.011752103004291858,-0.27536900322553726
2019-12-05,0.02588914459786973,-0.2566089265699447
2019-12-06,0.020051558052931684,-0.24170277730503076
2019-12-07,-0.005110232550109561,-0.24557785245510422
2019-12-08,0.0023546654813246803,-0.24380144066593346
2019-12-09,-0.02182404133623639,-0.26030474928324254
2019-12-10,-0.016048422998746092,-0.27217569155690857
2019-12-11,-0.0026593279178237506,-0.2741112150596221
2019-12-12,-0.001021063598666494,-0.274852393674605
2019-12-13,0.00725057319940392,-0.26959465787457015
2019-12-14,-0.02537977283945181,-0.2881321795384356
2019-12-15,0.007391490096110509,-0.28287041559375414
2019-12-16,-0.0319778014629577,-0.30580264306711047
2019-12-17,-0.03968393276535631,-0.33335112430552327
2019-12-18,0.09832762076825818,-0.267801126470651
2019-12-19,-0.016894907458983366,-0.28017155868050125
2019-12-20,0.004658652292462762,-0.27681812826216823
2019-12-21,-0.006064370050506307,-0.2812037707462042
2019-12-22,0.05139301795806506,-0.2442626632279744
2019-12-23,-0.024399799055775273,-0.2627025023841586
2019-12-24,-0.006166802796163551,-0.26724927065406034
2019-12-25,-0.010473715385957982,-0.2749238932420829
2019-12-26,0.0011430396800042875,-0.2740951024810355
2019-12-27,0.005778037354005727,-0.2699007968677153
2019-12-28,0.00808829817461576,-0.26399553681573196
2019-12-29,0.011281199460363212,-0.2556925236628327
2019-12-30,-0.019857747254456992,-0.2704727934075388
2019-12-31,-0.006483718233645797,-0.27520284225886305
2020-01-01,-0.00023341989321046253,-0.2753720243340222
2020-01-02,-0.032498801359154394,-0.29892156497447697
