timestamp,symbol,current_price,entry_price,highest_price,trailing_stop_price,take_profit_price,action
2025-06-29T20:30:28.135267,SOLUSDT,151.34,151.34,151.34,146.7998,157.39360000000002,HOLD
2025-06-29T20:30:28.333732,ETHUSDT,2434.02,2434.02,2434.02,2360.9993999999997,2531.3808,HOLD
